Unnamed: 0,Description
897,"An alternative cover edition for this ISBN can be found hereKaryn and her husband Roy had come to the peaceful California village of Drago to escape the savagery of the city. On the surface Drago appeared to be like most small rural towns.But it was not.The village had a most unsavory history. Unexplained disappearances, sudden deaths.People just vanished, never to be found."
898,"Doris Lessing's contemporary gothic horror story—centered on the birth of a baby who seems less than human—probes society's unwillingness to recognize its own brutality.Harriet and David Lovatt, parents of four children, have created an idyll of domestic bliss in defiance of the social trends of late 1960s England. While around them crime and unrest surge, the Lovatts are certain that their old-fashioned contentment can protect them from the world outside—until the birth of their fifth baby. Gruesomely goblin-like in appearance, insatiably hungry, abnormally strong and violent, Ben has nothing innocent or infant-like about him. As he grows older and more terrifying, Harriet finds she cannot love him, David cannot bring himself to touch him, and their four older children are afraid of him. Understanding that he will never be accepted anywhere, Harriet and David are torn between their instincts as parents and their shocked reaction to this fierce and unlovable child whose existence shatters their belief in a benign world."
899,"An exhilarating reinvention of the gothic novel, inspired by the iconic characters of our greatest myths and nightmares.The body of a young girl is found mangled and murdered in the woods of Hemlock Grove, Pennsylvania, in the shadow of the abandoned Godfrey Steel mill. A manhunt ensues—though the authorities aren’t sure if it’s a man they should be looking for.Some suspect an escapee from the White Tower, a foreboding biotech facility owned by the Godfrey family—their personal fortune and the local economy having moved on from Pittsburgh steel—where, if rumors are true, biological experiments of the most unethical kind take place. Others turn to Peter Rumancek, a Gypsy trailer-trash kid who has told impressionable high school classmates that he’s a werewolf. Or perhaps it’s Roman, the son of the late JR Godfrey, who rules the adolescent social scene with the casual arrogance of a cold-blooded aristocrat, his superior status unquestioned despite his decidedly freakish sister, Shelley, whose monstrous medical conditions belie a sweet intelligence, and his otherworldly control freak of a mother, Olivia. At once a riveting mystery and a fascinating revelation of the grotesque and the darkness in us all, Hemlock Grove has the architecture and energy to become a classic in its own right—and Brian McGreevy the talent and ambition to enthrall us for years to come."
900,"When Coraline steps through a door in her family's new house, she finds another house, strangely similar to her own (only better). At first, things seem marvelous. The food is better than at home, and the toy box is filled with fluttering wind-up angels and dinosaur skulls that crawl and rattle their teeth.But there's another mother there and another father, and they want her to stay and be their little girl. They want to change her and never let her go. Coraline will have to fight with all her wit and all the tools she can find if she is to save herself and return to her ordinary life.This beloved tale has now become a visual feast. Acclaimed artist P. Craig Russell brings Neil Gaiman's enchanting nationally bestselling children's book Coraline to new life in this gorgeously illustrated graphic novel adaptation"
901,"Twenty years ago Claire Scott's eldest sister, Julia, went missing. No one knew where she went - no note, no body. It was a mystery that was never solved and it tore her family apart.Now another girl has disappeared, with chilling echoes of the past. And it seems that she might not be the only one.Claire is convinced Julia's disappearance is linked.But when she begins to learn the truth about her sister, she is confronted with a shocking discovery, and nothing will ever be the same..."
902,"Every year, on her birthday, Laura gets a letter from a stranger. That stranger claims to know the whereabouts of her missing friend Bobby, but there’s a catch: he’ll only tell her what he knows in exchange for something... personal.So begins Laura’s sordid relationship with her new penpal, built on a foundation of quid pro quo. Her quest for closure will push her to bizarre acts of humiliation and harm, yet no matter how hard she tries, she cannot escape her correspondent’s demands. The letters keep coming, and as time passes, they have a profound effect on Laura.From the author of Cruel Works of Nature comes a dark and twisted tale about obsession, guilt, and how far a person will go to put her ghosts to bed."
903,"Hannah Fairchild is startled to wake up from a horrific nightmare to find that the empty house next door has suddenly been sold, as if overnight, and the son of the family somehow has the ability to survive a series of near-fatal accidents. The more she investigates, Hannah discovers to her shock that the new neighbours might be ghosts."
904,"She won't rest until she's sent every walking corpse back to its grave. Forever.If anyone had told Alice Bell that her entire life would change course between one heartbeat and the next, she would have laughed. From blissful to tragic, innocent to ruined? Please. But that's all it took. One heartbeat. A blink, a breath, a second, and everything she knew and loved was gone.Her father was right. The monsters are real.To avenge her family, Ali must learn to fight the undead. To survive, she must learn to trust the baddest of the bad boys, Cole Holland. But Cole has secrets of his own, and if Ali isn't careful, those secrets might just prove to be more dangerous than the zombies."
905,"When Hilton was just a boy, his aged grandmother saved him from drowning by pulling him out of a treacherous ocean current, sacrificing her life for his. Now, thirty years later, Hilton begins to think his borrowed time is running out. His wife, the only elected African–American judge in Dade County, Florida, has begun receiving racist hate mail from a man she once prosecuted, and Hilton's sleep is plagued by nightmares more horrible than any he has ever experienced.As he battles both the psychotic stalking of his family and the unseen enemy that haunts his sleep, Hilton's sense of reality is slipping away."
906,"June 1984. Timmy Graco is looking forward to summer vacation, taking it easy and hanging out with his buddies. Instead his summer will be filled with terror and a life-and-death battle against a nightmarish creature that few will believe even exists. Timmy has learned that the person who's been unearthing fresh graves in the cemetery isn't a person at all. It's a thing. And it's after Timmy and his friends. If Timmy hopes to live to see September, he'll have to escape the Ghoul."
907,"«Via!» gridò Will, con la voce roca, resa stridula dallo spavento. «Presto, scappiamo!» Troppo tardi... L'eremita della palude era sbucato dal folto delle canne, proprio dietro di noi.«Sono il lupo mannaro!» berciò, con gli occhi stralunati. La sua faccia, circondata dalla massa incolta di capelli, era di un rosso acceso. «Sono il lupo mannaro!»"
908,"The chilling novella featured in Stephen King’s bestselling collection Full Dark, No Stars, 1922 – about a man who succumbs to the violence within – is now available as a stand-alone publication.I believe there is a man inside every man, a strangerSo writes Wilfred James in his confession. It’s 1922. Wilfred owns eighty acres of farmland in Nebraska that have been in the family for generations. His wife, Arlette, owns an adjoining one hundred acres.But if Arlette carries out her threat to sell her land to a pig butcher, Wilfred will be forced to sell too. Worse, he’ll have to move to the city. But he has a daring plan. It may work if he can persuade his son.A powerful tale of betrayal, murder, madness and rats, 1922 is a breathtaking exploration into the dark side of human nature from the great American storyteller Stephen King. It was adapted into a film from Netflix."
909,"WILDER GIRLS meets THE CRAFT in this Sapphic horror debut that asks: What price would you be willing to pay to achieve your deepest desires?Finch Chamberlin is the newest transfer student to the ultra-competitive Ulalume Academy... but she's also not what she seems. Months before school started, Finch and her parents got into an accident that should have left her dead at the bottom of a river. But something monstrous, and ancient, and terrifying, wouldn't let her drown. Finch doesn't know why she woke up after her heart stopped, but since dying she's felt a constant pull from the school and the surrounding town of Rainwater, like something on the island is calling to her.Selena St. Clair sees right through Finch, and she knows something is seriously wrong with her. But despite Selena's suspicion, she feels drawn to Finch and has a sinking feeling that from now on the two will be inexplicably linked to one another.One night Finch, Selena, and her friends accidentally summon a carnivorous creature of immense power in the depths of the school. It promises to grant every desire the girls have kept locked away in their insecure hearts―beauty, power, adoration―in exchange for a price: human body parts. But as the cost of their wanting becomes more deadly, Finch and Selena must learn to work together to stop the horror they unleashed, before it consumes the entire island."
910,"The first things to shift were the doll's eyes, the beautiful grey-green glass eyes. Slowly they swivelled, until their gaze was resting on Triss's face. Then the tiny mouth moved, opened to speak. 'Who do you think you are? This is my family.'When Triss wakes up after an accident, she knows that something is very wrong. She is insatiably hungry; she keeps waking up with leaves in her hair, and her sister seems terrified of her. When it all gets too much and she starts to cry, her tears are like cobwebs... Soon Triss discovers that what happened to her is more strange and terrible than she could ever have imagined, and that she is quite literally not herself. In a quest find the truth she must travel into the terrifying Underbelly of the city to meet a twisted architect who has dark designs on her family - before it's too late..."
911,"The longing of dreams draws the dead, and this city holds many dreams.After a supernatural showdown with a serial killer, Evie O’Neill has outed herself as a Diviner. With her uncanny ability to read people’s secrets, she’s become a media darling, earning the title “America’s Sweetheart Seer.” Everyone’s in love with the city’s newest It Girl…everyone except the other Diviners.Piano-playing Henry DuBois and Chinatown resident Ling Chan are two Diviners struggling to keep their powers a secret—for they can walk in dreams. And while Evie is living the high life, victims of a mysterious sleeping sickness are turning up across New York City.As Henry searches for a lost love and Ling strives to succeed in a world that shuns her, a malevolent force infects their dreams. And at the edges of it all lurks a man in a stovepipe hat who has plans that extend farther than anyone can guess…As the sickness spreads, can the Diviners descend into the dreamworld to save the city?In this heart-stopping sequel to The Diviners, Printz Award-winning and New York Times bestselling author Libba Bray takes readers deeper into the mystical underbelly of New York City."
912,"
  Bloodier than Fried Green Tomatoes!Funnier than The Texas Chainsaw Massacre!Welcome to Gil's All Night Diner, where zombie attacks are a regular occurrence and you never know what might be lurking in the freezer. . . .Duke and Earl are just passing through Rockwood county in their pick-up truck when they stop at the diner for a quick bite to eat. They aren't planning to stick around--until Loretta, the eatery's owner, offers them one hundred dollars to take care of her zombie problem. Given that Duke is a werewolf and Earl's a vampire, this looks right up their alley.But the shambling dead are just the tip of a particularly spiky iceberg. Seems someone's out to drive Loretta from the diner, and more than willing to raise a little hell on earth if that's what it takes. Before Duke and Earl get to the bottom of the diner's troubles, they'll run into such otherworldly complications as undead cattle, an amorous ghost, a jailbait sorceress, and the terrifying occult power of pig Latin.And maybe--just maybe--the End of the World, too.Gory, sexy, and flat-out hilarious, Gil's All Fright Diner will tickle your funny bone--before ripping it out of its socket!
"
913,"
  From the acclaimed author of 
  
    Spoonbenders
  
   comes the gripping tale of a family's mysterious religion, and the daughter who turns her back on their god.
In 1933, nine-year-old Stella is left in the care of her grandmother, Motty, in the backwoods of Tennessee. These remote hills of the Smoky Mountains are home to dangerous secrets, and soon after she arrives, Stella wanders into a dark cavern where she encounters the family's personal god, an entity known as the Ghostdaddy.Years later, after a tragic incident that caused her to flee, Stella--now a professional bootlegger--returns for Motty's funeral, and to check on the mysterious ten-year-old girl named Sunny that Motty adopted. Sunny appears innocent enough, but she is more powerful than Stella could imagine--and she's a direct link to Stella's buried past and her family's destructive faith.Haunting and wholly engrossing, summoning mesmerizing voices and giving shape to the dark, Revelator is a southern gothic tale for the ages."
914,"From the author of the YA-crossover hit The Marrow Thieves, a propulsive, stunning and sensuous novel inspired by the traditional Métis story of the Rogarou - a werewolf-like creature that haunts the roads and woods of Métis communities. A messed-up, grown-up, Little Red Riding Hood.Broken-hearted Joan has been searching for her husband, Victor, for almost a year--ever since he went missing on the night they had their first serious argument. One terrible, hungover morning in a Walmart parking lot in a little town near Georgian Bay, she is drawn to a revival tent where the local Métis have been flocking to hear a charismatic preacher named Eugene Wolff. By the time she staggers into the tent, the service is over. But as she is about to leave, she hears an unmistakable voice.She turns, and there Victor is. The same face, the same eyes, the same hands. But his hair is short and he's wearing a suit and he doesn't recognize her at all. No, he insists, she's the one suffering a delusion: he's the Reverend Wolff and his only mission is to bring his people to Jesus. Except that, as Joan soon discovers, that's not all the enigmatic Wolff is doing.With only the help of Ajean, a foul-mouthed euchre shark with a knowledge of the old ways, and her odd, Johnny-Cash-loving, 12-year-old nephew Zeus, Joan has to find a way to remind the Reverend Wolff of who he really is. If he really is Victor. Her life, and the life of everyone she loves, depends upon it."
915,"A prison doctor injects a condemned serial killer with a formula designed to keep his consciousness awake while his body rots in the grave. But all drugs have unforeseen side-effects. Before he could be buried, the killer wakes up. Hungry. Infected. Contagious. This is the way the world ends. Not with a bang…but a bite."
916,"From Ryan La Sala, the wildly popular author of Reverie, comes a twisted and tantalizing horror novel set amidst the bucolic splendor of a secluded summer retreat.Mars has always been the lesser twin, the shadow to his sister Caroline's radiance. But when Caroline dies under horrific circumstances, Mars is propelled to learn all he can about his once-inseparable sister who'd grown tragically distant.Mars's genderfluidity means he's often excluded from the traditions -- and expectations -- of his politically-connected family. This includes attendance at the prestigious Aspen Conservancy Summer Academy where his sister poured so much of her time. But with his grief still fresh, he insists on attending in her place.What Mars finds is a bucolic fairytale not meant for him. Folksy charm and sun-drenched festivities camouflage old-fashioned gender roles and a toxic preparatory rigor. Mars seeks out his sister's old friends: a group of girls dubbed the Honeys, named for the beehives they maintain behind their cabin. They are beautiful and terrifying -- and Mars is certain they're connected to Caroline's death.But the longer he stays at Aspen, the more the sweet mountain breezes give way to hints of decay. Mars’s memories begin to falter, bleached beneath the relentless summer sun. Something is hunting him in broad daylight, toying with his mind. If Mars can't find it soon, it will eat him alive."
917,"Catherine's last job ended badly. Corporate bullying at a top TV network saw her fired and forced to leave London, but she was determined to get her life back. A new job and a few therapists later, things look much brighter. Especially when a challenging new project presents itself -- to catalogue the late M. H. Mason's wildly eccentric cache of antique dolls and puppets. Rarest of all, she'll get to examine his elaborate displays of posed, costumed and preserved animals, depicting bloody scenes from the Great War. Catherine can't believe her luck when Mason's elderly niece invites her to stay at Red House itself, where she maintains the collection until his niece exposes her to the dark message behind her uncle's ""Art."" Catherine tries to concentrate on the job, but Mason's damaged visions begin to raise dark shadows from her own past. Shadows she'd hoped therapy had finally erased. Soon the barriers between reality, sanity and memory start to merge and some truths seem too terrible to be real... in The House of Small Shadows by Adam Nevill."
918,"The start of a thrilling supernatural series that brings the H.P. Lovecraft mythos into the twenty-first century, optioned by Warner Bros TV.Daniel Carter used to be a homicide detective, but his last case-the hunt for a serial killer-went wrong in strange ways and soured the job for him. Now he's a private investigator trying to live a quiet life. Strangeness, however, has not finished with him. First he inherits a bookstore in Providence from someone he's never heard of, along with an indignant bookseller who doesn't want a new boss. She's Emily Lovecraft, the last known descendant of H.P. Lovecraft, the writer from Providence who told tales of the Great Old Ones and the Elder Gods, creatures and entities beyond the understanding of man. Then people start dying in impossible ways, and while Carter doesn't want to be involved, he's beginning to suspect that someone else wants him to be. As he reluctantly investigates, he discovers that Lovecraft's tales were more than just fiction, and he must accept another unexpected, and far more unwanted inheritance."
919,"Last summer, four terrified friends made a desperate pact to conceal a shocking secret. But now, someone has learned the truth and is determined to get even.The horror is starting again. There is an unknown avenger out there who is stalking them in a deadly game. Will he stop at terror-or is he out for revenge?"
920,"This collection of fifteen stories taps into the horrors and fears of the supernatural as well as the everyday. Included are two original stories, several rarities and out of print tales, as well as a few ""best of the year"" inclusions. Stephen Graham Jones is a master storyteller. What does happen after the people lights have gone off? Crack the spine and find out. With an introduction by Joe R. Lansdale.Stephen Graham Jones is the author of fifteen novels and five collections, and has some two hundred stories published. Stephen's been an NEA Fellow and has won the Texas Institute of Letters Award for Fiction and the Independent Publishers Award for Multicultural fiction. He's forty-two, married with a couple of kids, and lives in Boulder, Colorado.WINNER, Short Story Collection, THIS IS HORRORNOMINATED, Short Story Collection, BRAM STOKER AWARDSNOMINATED, Short Story Collection, SHIRLEY JACKSON AWARDS"
921,"From the bestselling author of The Double Bind, Skeletons at the Feast, and Secrets of Eden, comes a riveting and dramatic ghost story. In a dusty corner of a basement in a rambling Victorian house in northern New Hampshire, a door has long been sealed shut with 39 six-inch-long carriage bolts.             The home's new owners are Chip and Emily Linton and their twin ten-year-old daughters. Together they hope to rebuild their lives there after Chip, an airline pilot, has to ditch his 70-seat regional jet in Lake Champlain after double engine failure. Unlike the Miracle on the Hudson, however, most of the passengers aboard Flight 1611 die on impact or drown. The body count? Thirty-nine – a coincidence not lost on Chip when he discovers the number of bolts in that basement door. Meanwhile, Emily finds herself wondering about the women in this sparsely populated White Mountain village – self-proclaimed herbalists – and their interest in her fifth-grade daughters. Are the women mad? Or is it her husband, in the wake of the tragedy, whose grip on sanity has become desperately tenuous?   The result is a poignant and powerful ghost story with all the hallmarks readers have come to expect from bestselling novelist Chris Bohjalian: a palpable sense of place, an unerring sense of the demons that drive us, and characters we care about deeply. The difference this time? Some of those characters are dead."
922,"Offred is a Handmaid in the Republic of Gilead. She may leave the home of the Commander and his wife once a day to walk to food markets whose signs are now pictures instead of words because women are no longer allowed to read. She must lie on her back once a month and pray that the Commander makes her pregnant, because in an age of declining births, Offred and the other Handmaids are valued only if their ovaries are viable. Offred can remember the years before, when she lived and made love with her husband, Luke; when she played with and protected her daughter; when she had a job, money of her own, and access to knowledge. But all of that is gone now . . . Funny, unexpected, horrifying, and altogether convincing, The Handmaid's Tale is at once scathing satire, dire warning, and tour de force."
923,"Surely, it was only a game. In the orderly, pleasant world Barbara inhabited, nice children -- and they were nice children — didn't hold an adult captive.But what Barbara didn't count on was the heady effect their new-found freedom would have on the children. Their wealthy parents were away in Europe, and in this rural area of Maryland, the next house was easily a quarter of a mile away. The power of adults was in their hands, and they were tempted by it. They tasted it and toyed with it -- their only aim was to test its limits. Each child was consumed by his own individual lust and caught up with the others in sadistic manipulation and passion, until finally, step by step, their grim game strips away the layers of childishness to reveal the vicious psyche, conceived in evil and educated in society's sophisticated violence, that lies always within civilized men.More than a terrifying horror story, Let's Go Play at the Adams' is a compelling psychological exercise of brooding insights and deadly implications."
924,"Schwartz's three best-selling collections of scary folklore -- Scary Stories to Tell in the Dark, More Scary Stories to Tell in the Dark, and Scary Stories 3 -- are made available in one book, each one in its complete form. 
  Reviews
""A wonderful collection of tales that range from creepy to silly to haunting. ...Gammell's drawings add just the right touch..."" -- John Scieszka, Entertinment Weekly""Guaranteed to make your teeth chatter and your spine tingle."" -- School Library Journal""Read these if you dare."" -- The New York Times "
925,Suppose a stranger told you your daughter was his daughter in another life? Suppose you began to believe him? Suppose it was true?
926,"Beneath the towering bleached ribs of a dead, ancient beast lies the city of New Crobuzon, where the unsavory deal is stranger to no one--not even to Isaac, a gifted and eccentric scientist who has spent a lifetime quietly carrying out his unique research. But when a half-bird, half-human creature known as the Garuda comes to him from afar, Isaac is faced with challenges he has never before encountered. Though the Garuda's request is scientifically daunting, Isaac is sparked by his own curiosity and an uncanny reverence for this curious stranger. Soon an eerie metamorphosis will occur that will permeate every fiber of New Crobuzon--and not even the Ambassador of Hell will challenge the malignant terror it evokes."
927,"Like those of Kafka, Poe, Leonora Carrington, or Shirley Jackson, Amparo Dávila’s stories are terrifying, mesmerizing, and expertly crafted—you’ll finish each one gasping for air. With acute psychological insight, Dávila follows her characters to the limits of desire, paranoia, insomnia, and fear. She is a writer obsessed with obsession, who makes nightmares come to life through the everyday: loneliness sinks in easily like a razor-sharp knife, some sort of evil lurks in every shadow, delusion takes the form of strange and very real creatures. After reading The Houseguest—Dávila’s debut collection in English—you’ll wonder how this secret was kept for so long."
928,"A haunted, surreal debut novel about an otherworldly young woman, her father, and her lover that culminates in a shocking moment of betrayal - one that upends our understanding of power, predation, and agency. Ada and her father, touched by the power to heal illness, live on the edge of a village where they help sick locals—or “Cures”—by cracking open their damaged bodies or temporarily burying them in the reviving, dangerous Ground nearby. Ada, a being both more and less than human, is mostly uninterested in the Cures, until she meets a man named Samson. When they strike up an affair, to the displeasure of her father and Samson’s widowed, pregnant sister, Ada is torn between her old way of life and new possibilities with her lover—and eventually comes to a decision that will forever change Samson, the town, and the Ground itself.Follow Me to Ground is fascinating and frightening, urgent and propulsive. In Ada, award-winning author Sue Rainsford has created an utterly bewitching heroine, one who challenges conventional ideas of womanhood and the secrets of the body. Slim but authoritative, Follow Me to Ground lingers long after its final page, pulling the reader into a dream between fairytale and nightmare, desire and delusion, folktale and warning."
929,"In my childhood the shunned house was vacant, with barren, gnarled and terrible old trees, long, queerly pale grass and nightmarishly misshapen weeds in the high terraced yard where birds never lingered. We boys used to overrun the place, and I can still recall my youthful terror not only at the morbid strangeness of this sinister vegetation, but at the eldritch atmosphere and odor of the dilapidated house, whose unlocked front door was often entered in quest of shudders."
930,"They came to the lush, deserted island to compete on a popular reality TV show. Each one hoped to be the last to leave. Now they're just hoping to stay alive. It seems the island isn't deserted after all. Contestants and crew members are disappearing, but they aren't being eliminated by the game. They're being taken by the monstrous half-human creatures that live in the jungle. The men will be slaughtered. The women will be kept alive as captives. Night is falling, the creatures are coming, and rescue is so far away. . ."
931,"""You can't trust anyone who sleeps with the monsters.""That's what I've always said. That's what I've always believed. But now I'm the one sharing a bed with the Master Vampire of the City. Me, Anita Blake. The woman the vampires call the Executioner. From part of the solution, I've become part of the problem. So it hits close to home when an arsonist begins to target vampire-owned businesses all over town -- an arsonist who seems to want to destroy more than just property. It's the monsters who are in danger now. And it's up the the Executioner to save them from the inferno..."
932,"Take an apartment house, mix in a drag queen, a lesbian couple, some talking animals, a talking severed head, a confused heroine, and the deadly Cuckoo. Stir vigorously with a hurricane and Morpheus himself and you get this fifth installment of the Sandman series. This story stars Barbie, who first makes an appearance in The Doll's House, who here finds herself a princess in a vivid dreamworld. collecting The Sandman #32–37"
933,"Maika Halfwolf is on the run from a coalition of forces determined to control or destroy the powerful Monstrum that lives beneath her skin. But Maika still has a mission of her own: to discover the secrets of her late mother, Moriko. In this second volume of Monstress, collecting issues 7-12, Maika's quest takes her to the pirate-controlled city of Thyria and across the sea to the mysterious Isle of Bones. It is a journey that will force Maika to reevaluate her past, present, and future, and contemplate whether there's anyone, or anything, she can truly trust--including her own body."
936,"Adrift in the 1980s and slowly losing her mind, a heavily armed former '60s radical kidnaps a baby with the hope, deluded as it may be, of returning her life to simpler times. The child's mother, though, isn't about to take it lying down and, along with a tracker, begins a cross-country chase to get her child back."
937,"From the authors of the #1 New York Times bestseller Rhett & Link's Book of Mythicality and creators of Good Mythical Morning, a thrilling and darkly funny novel about two best friends fighting the sinister forces at the heart of their Southern town.It’s 1992 in Bleak Creek, North Carolina—a sleepy little place with all the trappings of an ordinary Southern town: two Baptist churches, friendly smiles coupled with silent judgments, and an unquenchable appetite for pork products. Beneath the town’s cheerful façade, however, Bleak Creek teens live in constant fear of being sent to the Whitewood School, a local reformatory with a history of putting unruly youths back on the straight and narrow—a record so impeccable that almost everyone is willing to ignore the suspicious deaths that have occurred there over the past decade.At first, high school freshmen Rex McClendon and Leif Nelson believe what they’ve been told: that the students’ strange demises were all just tragic accidents, the unfortunate consequence of succumbing to vices like Marlboro Lights and Nirvana. But when the shoot for their low-budget horror masterpiece, PolterDog, goes horribly awry—and their best friend, Alicia Boykins, is sent to Whitewood as punishment—Rex and Leif are forced to question everything they know about their unassuming hometown and its cherished school for delinquents.Eager to rescue their friend, Rex and Leif pair up with recent NYU film school graduate Janine Blitstein to begin piecing together the unsettling truth of the school and its mysterious founder, Wayne Whitewood. What they find will leave them battling an evil beyond their wildest imaginations—one that will shake Bleak Creek to its core."
938,「喰種」の内臓を移植され、徐々に怪人へと近づいてゆくカネキ。葛藤の中、「あんていく」で働くことを決意したカネキの前に、“白鳩（ハト）”と呼ばれる「喰種捜査官」が現れる。天敵は貪欲に、狡猾に、「喰種」を追っていた──！
939,"
  Middle-aged San Francisco horror writer Franz Westen is rediscovering ordinary life following a long alcoholic binge. Then one day, peering at his apartment window from atop a nearby hill, he sees a pale brown thing lean out his window…and wave.This encounter sends Westen on a quest through ancient books and modern streets, for the dark forces and paramental entities that thrive amidst the towering skyscrapers of modern urban life…and meanwhile, the entities are also looking for him.A pioneering work of modern urban fantasy, Our Lady of Darkness is perhaps Fritz Leiber’s greatest novel.
"
940,"The long-dreaded nuclear conflict. The city torn apart, shattered, its people destroyed or mutilated beyond hope. For just a few, survival is possible only beneath the wrecked streets - if there is time to avoid the slow-descending poisonous ashes. But below, the rats are waiting."
941,"Set in the fictional town of Arkham, Massachusetts, an unnamed narrator investigates a local area known as the “blasted hearth.” After failing to extract any information from the Arkham locals, the narrator encounters an old man, Ammi Pierce, who relates the story of a farmer who once lived there. The hearth, he claims, was caused by a meteorite that fell onto the farmer’s field in 1882.“The Color Out of SPAAACE” is one of H.P. Lovecraft’s best-loved and most critically acclaimed stories. According to the author, it was also his personal favorite. It has been adapted twice for film; first in 1967 and later in 1987.HarperCollins brings great works of literature to life in digital format, upholding the highest standards in ebook production and celebrating reading in all its forms. Look for more titles in the HarperCollins short-stories collection to build your digital library."
942,"Rebekkah Barrow never forgot the tender attention her grandmother, Maylene, bestowed upon the dead of Claysville. While growing up, Rebekkah watched as Maylene performed the same unusual ritual at every funeral: three sips from a small silver flask followed by the words, ""Sleep well, and stay where I put you.""Now Maylene is gone and Bek must return to the hometown—and the man—she abandoned a decade ago, only to discover that Maylene's death was not natural . . . and there was good reason for her odd traditions. In Claysville, the worlds of the living and the dead are dangerously connected—and beneath the town lies a shadowy, lawless land ruled by the enigmatic Charles, aka Mr. D. From this dark place the deceased will return if their graves are not properly minded. And only the Graveminder, a Barrow woman, and the current Undertaker, Byron, can set things to right once the dead begin to walk."
943,"A young, mixed-race vampire must find a way to balance her deep-seated desire to live amongst humans with her incessant hunger in this stunning debut novel from a writer-to-watch.Lydia is hungry. She's always wanted to try Japanese food. Sashimi, ramen, onigiri with sour plum stuffed inside - the food her Japanese father liked to eat. And then there is bubble tea and iced-coffee, ice cream and cake, and foraged herbs and plants, and the vegetables grown by the other young artists at the London studio space she is secretly squatting in. But, Lydia can't eat any of these things. Her body doesn't work like those of other people. The only thing she can digest is blood, and it turns out that sourcing fresh pigs' blood in London--where she is living away from her vampire mother for the first time - is much more difficult than she'd anticipated.Then there are the humans--the other artists at the studio space, the people at the gallery she interns at, the strange men that follow her after dark, and Ben, a boyish, goofy-grinned artist she is developing feelings for. Lydia knows that they are her natural prey, but she can't bring herself to feed on them. In her windowless studio, where she paints and studies the work of other artists, binge-watches Buffy the Vampire Slayer and videos of people eating food on YouTube and Instagram, Lydia considers her place in the world. She has many of the things humans wish for--perpetual youth, near-invulnerability, immortality--but, she is miserable; she is lonely; and she is hungry--always hungry.As Lydia develops as a woman and an artist, she will learn that she must reconcile the conflicts within her--between her demon and human sides, her mixed ethnic heritage, and her relationship with food, and, in turn, humans if she is to find a way to exist in the world. Before any of this, however, she must eat."
944,"From Lovecraft to Borges to Gaiman, a century of intrepid literary experimentation has created a corpus of dark and strange stories that transcend all known genre boundaries. Together these stories form The Weird, and its practitioners include some of the greatest names in twentieth and twenty-first century literature.Exotic and esoteric, The Weird plunges you into dark domains and brings you face to face with surreal monstrosities. You won't find any elves or wizards here... but you will find the biggest, boldest, and downright most peculiar stories from the last hundred years bound together in the biggest Weird collection ever assembled. The Weird features 110 stories by an all-star cast, from literary legends to international bestsellers to Booker Prize winners: including William Gibson, George R. R. Martin, Stephen King, Angela Carter, Kelly Link, Franz Kafka, China Miéville, Clive Barker, Haruki Murakami, M. R. James, Neil Gaiman, Mervyn Peake, and Michael Chabon."
945,"A new vampire stalks the earth, and only Harry Keogh can defeat him!The silence of the grave is not silent at all. In their millions, the dead are screaming...but no one can hear them!Atop a perilous cliff, deep in the Balkan mountains, rises the castle of the Ferenczy. Once it was a stronghold of the Vamphyri...and now it will be so again, for Janos Ferenczy, vampire and black magician, has risen from his ages-long sleep. Powerful and evil, Janos conjures dead men and women into a semblance of life and subjects them to fiendish tortures.But the shrieks of the dead do not satisfy Janos's lust for blood-- for that he needs living humans. His terrifying armies of the risen dead will soon overwhelm a helpless, defenseless mankind....Helpless and defenseless because a terrible battle against the vampires has destroyed Harry Keogh's deadspeak, leaving the Necroscope deaf to the teeming dead...and to their warnings of Janos's reign of terror.To save the world, Harry must join forces and link minds with the most powerful, and deadliest, vampire of all!"
946,"Everyone in Sleepy Hollow knows about the Horseman, but no one really believes in him. Not even Ben Van Brunt's grandfather, Brom Bones, who was there when it was said the Horseman chased the upstart Crane out of town. Brom says that's just legend, the village gossips talking.Twenty years after those storied events, the village is a quiet place. Fourteen-year-old Ben loves to play Sleepy Hollow boys, reenacting the events Brom once lived through. But then Ben and a friend stumble across the headless body of a child in the woods near the village, and the sinister discovery makes Ben question everything the adults in Sleepy Hollow have ever said. Could the Horseman be real after all? Or does something even more sinister stalk the woods?"
947,"Returning with the second eight volumes of the fan-favorite, New York Times bestseller series, The Walking Dead, collected into one massive paperback collection!This is the perfect collection for any fan of the Emmy Award-winning television series on AMC: over one-thousand pages chronicling the next chapter of Robert Kirkman's Eisner Award-winning continuing story of survival horror - beginning with Rick Grimes' struggle to survive after the prison raid, to the group's finding short solace in The Community, and the devastation that follows. In a world ruled by the dead, we are finally forced to finally start living. Collects The Walking Dead #49-96."
948,"A year after little Danny's death, his mother swore she saw him in a stranger's car... It was a mystery she could not escape. An obsession that would lead her from the bright lights of Las Vegas to the cold shadows of the High Sierras. A terrible secret seen only by... The Eyes Of Darkness."
949,"Following the events of ""Something to Fear,"" Rick and the other survivors accept a new way...but not everyone agrees. Collects The Walking Dead #103-108."
