,Title,Author,Author Average Rating,Author Votes,Author Review Count,Distinct Works,Year,Rating,Raters,Genres,worth_reading
1294,Quattrocento,Susana Fortes,3.23,"2,277",292,14,2009,2.78,682,"Historical,Historical,Fiction,Thriller,Cultural,Mystery,Art,Romance,Mystery,Romance",no
1295,Boys of Blood & Bone,David Metzenthen,3.26,"1,098",195,49,2004,2.63,319,"War,Historical,Academic,Young Adult",no
1296,The Way I See It: A Look Back at My Life on Little House,Melissa Sue Anderson,2.74,"1,314",309,7,2010,2.77,1590,"Biography,Autobiography,Nonfiction,Biography,Biography Memoir,Adult,Media Tie In,Unfinished,Audiobook",no
1297,The Different Girl,Gordon Dahlquist,3.51,"12,060","1,631",17,2013,2.9,1596,"Young Adult,Science Fiction,Science Fiction,Young Adult,Fantasy,Fiction,Mystery,Science Fiction,Futuristic,Adventure",no
1298,The White Man's Burden,Rudyard Kipling,3.91,"411,286","18,971","2,968",1899,2.16,190,"Poetry,Classics,Academic,Historical,History,Nonfiction,Historical,Adult,Race,Academic",no
1299,A Wonderful Stroke of Luck,Ann Beattie,3.62,"17,032","1,994",108,2019,2.45,429,"Fiction,School Stories,Unfinished,Novels",no
1300,The Silence,Don DeLillo,3.65,"263,175","21,930",71,2020,2.68,10634,"Fiction,Science Fiction,Science Fiction,Contemporary,Novella,Audiobook,Literary Fiction,Novels,Literature,Literature",no
1301,Rainbow Party,Paul Ruditis,4.01,"14,485","1,033",114,2005,2.61,405,"Young Adult,Young Adult,Fiction,Sexuality,Realistic Fiction,Childrens,Literature,Romance,Womens Fiction",no
1302,Sweet Valley Confidential: Ten Years Later,Francine Pascal,3.57,"269,537","11,843",811,2011,2.5,7254,"Womens Fiction,Young Adult,Fiction,Adult Fiction,Contemporary,Audiobook,Romance,Novels,Unfinished,Young Adult",no
1303,Nothing,Annie Barrows,4.17,"778,368","66,217",44,2017,2.92,799,"Young Adult,Contemporary,Fiction,Realistic Fiction,Audiobook,Young Adult,Young Adult,Humor,Young Adult,Romance",no
1304,One Night at the Call Center,Chetan Bhagat,3.21,"510,177","20,055",26,2007,2.52,58056,"Fiction,Asian Literature,Cultural,Romance,Contemporary,Novels,Drama,Young Adult,Humor,Fantasy",no
1305,"Here's the Situation: A Guide to Creeping on Chicks, Avoiding Grenades, and Getting in Your GTL on the Jersey Shore","Mike ""The Situation"" Sorrentino",2.53,110,31,2,2010,2.52,108,"Nonfiction,Humor",no
1306,The Naked Truth: The Real Story Behind the Real Housewife of New Jersey--In Her Own Words,Danielle Staub,2.4,280,44,1,2010,2.4,280,"Biography,Autobiography,Nonfiction,Biography Memoir,Biography",no
1307,"I Want to Be Organized: How to De-Clutter, Manage Your Time and Get Things Done",Harriet Griffey,3.46,"1,246",156,55,2016,2.78,176,"Nonfiction,Self Help,Productivity",no
1308,Kind of a Big Deal,Shannon Hale,3.98,"738,735","76,982",90,2020,2.83,3339,"Young Adult,Fantasy,Contemporary,Fiction,Romance,Magical Realism,Young Adult,Audiobook,Young Adult,Young Adult",no
1309,An Arsonist's Guide to Writers' Homes in New England,Brock Clarke,3.06,"8,687","1,904",15,2007,2.96,6264,"Fiction,Mystery,Humor,Novels,Writing,Contemporary,Unfinished,Literature,Literary Fiction,Adult Fiction",no
1310,The Dressmaker,Elizabeth Oberbeck,2.86,716,143,1,2007,2.9,883,"Fiction,Romance,Historical,Womens Fiction,Couture,Cultural,Adult,Adult Fiction,Book Club",no
1311,There Is No Dog,Meg Rosoff,3.5,"74,051","9,711",34,2011,2.94,2916,"Young Adult,Fantasy,Fiction,Humor,Religion,Young Adult,Romance,Contemporary,Magical Realism,Fantasy",no
1312,The Second Wave (Kissing the Coronavirus #2),M.J.    Edwards,2.31,"5,089","2,760",12,2020,2.17,848,"Adult Fiction,Romance,Adult,Science Fiction,Novella,Fiction,Humor,Humor,Short Stories,Contemporary",no
1313,"Cleaving: A Story of Marriage, Meat, and Obsession",Julie Powell,3.68,"163,102","9,403",5,2009,2.46,4463,"Autobiography,Nonfiction,Food and Drink,Biography,Food and Drink,Food and Drink,Adult,Food and Drink,Audiobook,Marriage",no
1314,Healing Homosexuality: Case Stories of Reparative Therapy,Joseph Nicolosi,2.06,"1,088",351,10,1997,2.42,139,Psychology,no
1315,Panic in a Suitcase,Yelena Akhtiorskaya,2.81,"1,129",228,3,2014,2.77,1106,"Fiction,Historical,Cultural,Literary Fiction,Contemporary,New York,Family,Cultural,Novels,Adult Fiction",no
1316,Superman: True Brit,Kim Howard Johnson,3.78,"3,729",374,14,2006,2.79,513,"Sequential Art,Sequential Art,Dc Comics,Superheroes,Humor,Comics,Comics,Fiction,Graphic Novels Comics,Science Fiction",no
1317,Impossible Views of the World,Lucy Ives,3.1,"1,931",427,19,2017,2.63,860,"Fiction,Mystery,Contemporary,Literary Fiction,Art,Adult Fiction,Adult,Audiobook,New York,Novels",no
1318,The Revolution of Jack Frost,K.M. Robinson,3.67,"1,089",359,40,2018,2.73,120,"Young Adult,Science Fiction,Science Fiction,Fiction,Fantasy,Retellings,Young Adult",no
1319,"The Betrothed (The Betrothed, #1)",Kiera Cass,3.99,"3,603,560","223,833",33,2020,3.02,34410,"Romance,Young Adult,Fantasy,Fiction,Audiobook,Historical,Young Adult,Historical,Science Fiction,Young Adult",no
1320,After the Race,James Joyce,3.75,"475,813","27,859",838,1914,2.91,217,"Short Stories,Classics,Fiction,European Literature,Literature,Cultural,Literature,Cultural",no
1321,Pumpkin Farmer,Michael  Hughes,2.5,788,494,4,2015,2.52,573,"Thriller,Fiction,Thriller",no
1322,Three Quarters Dead,Richard Peck,3.94,"107,154","11,781",81,2010,2.84,823,"Young Adult,Fantasy,Fantasy,Horror,Fantasy,Young Adult,Fiction,Young Adult,Paranormal,Mystery",no
1323,Fat Vampire: A Never Coming of Age Story,Adam Rex,3.97,"66,499","12,248",70,2010,2.85,2916,"Young Adult,Paranormal,Fantasy,Humor,Fantasy,Fiction,Young Adult,Fantasy,Horror,Fantasy",no
1324,Alentejo Blue,Monica Ali,3.69,"96,131","7,926",15,2006,2.74,1172,"Fiction,Cultural,Short Stories,Contemporary,Literary Fiction,Novels,Adolescence,Travel,Female Authors,Cultural",no
1325,Bodies,Si Spencer,3.56,"3,359",380,88,2015,2.86,623,"Sequential Art,Sequential Art,Mystery,Horror,Fiction,Historical,Graphic Novels Comics,Fantasy,Science Fiction,Comics",no
1326,Ronit & Jamil,Pamela L. Laskin,2.85,"1,596",449,13,2017,2.84,1525,"Poetry,Young Adult,Romance,Contemporary,Retellings,Fiction,Young Adult,Realistic Fiction,Audiobook,Cultural",no
1327,The Fig Eater,Jody Shields,2.92,"4,175",724,6,2001,2.94,3117,"Fiction,Historical,Mystery,Historical,Mystery,Book Club,Thriller,Literary Fiction,Thriller,Womens",no
1328,Doctor Who: The Bog Warrior,Cecelia Ahern,3.92,"864,737","52,719",74,2014,2.87,140,"Media Tie In,Science Fiction,Fantasy,Romance,Short Stories",no
1329,How Did It Begin?: The Origin of Our Curious Customs and Superstitions,Rudolph Brasch,2.99,324,58,22,2011,2.93,286,"History,Nonfiction,Reference,Folklore,Science,Religion,Cultural",no
1330,A Christmas Tree,Charles Dickens,3.91,"3,609,346","121,924","5,782",1986,2.93,617,"Holiday,Classics,Short Stories,Fiction,Historical,Audiobook,Classics,Holiday,European Literature,Literature",no
1331,Killing Time,Caleb Carr,4.0,"246,815","13,204",25,2002,2.8,3423,"Fiction,Science Fiction,Mystery,Thriller,Fantasy,Science Fiction Fantasy,Science Fiction,Historical,Science Fiction,Adventure",no
1332,Ghosts Know,Ramsey Campbell,3.97,"154,690","11,217",735,2011,2.8,257,"Horror,Mystery,Fiction,Thriller",no
1333,Gnostic Mystery,Randy Davila,3.2,424,257,6,2009,2.92,336,"Fiction,Mystery,Religion,Spirituality,Philosophy,Historical,Christian Fiction,Historical,Novels,Adult Fiction",no
1334,Beautiful Children,Charles Bock,3.08,"3,979",850,7,2008,2.9,1960,"Fiction,Novels,Adult Fiction,Contemporary,Literary Fiction,Adult,Unfinished,Dark,Family,Book Club",no
1335,Academy X,Andrew S. Trees,3.31,891,150,13,2007,2.69,298,"Fiction,Young Adult,Adult,Young Adult,Novels,Academic,Young Adult,New York",no
1336,"Green Arrow, Volume 2: Triple Threat",Ann Nocenti,3.6,"22,537","2,574",440,2013,2.7,957,"Sequential Art,Sequential Art,Superheroes,Comics,Graphic Novels Comics,Comics,Fiction,Science Fiction",no
1337,Socialite Evenings,Shobhaa Dé,2.76,"4,915",474,36,2007,2.6,334,"Fiction,Womens Fiction,Cultural,Asian Literature",no
1338,The Worst Noel: Hellish Holiday Tales,Cynthia Kaplan,3.45,"3,541",309,4,2005,2.7,335,"Holiday,Humor,Short Stories,Fiction,Anthologies,Holiday,Writing",no
1339,The Ultimates 3: Who Killed the Scarlet Witch?,Jeph Loeb,4.11,"386,954","15,760",841,2009,2.41,958,"Sequential Art,Sequential Art,Superheroes,Comics,Comics,Fiction,Graphic Novels Comics,Science Fiction,Comics Manga,Fantasy",no
1340,لا سكاكين في مطابخ هذه المدينة,خالد خليفة,3.34,"6,719","1,552",7,2013,2.96,3039,"Fiction,Novels,Historical,Literary Fiction,Literature,Contemporary,War,Cultural,Historical,Politics",no
1341,"Baldur's Gate (Forgotten Realms: Baldur's Gate, #1)",Philip Athans,3.88,"19,120",678,53,1999,2.73,1089,"Dungeons and Dragons,Fantasy,Fiction,Role Playing Games,Adventure,Sports and Games,Science Fiction Fantasy,Games,Fantasy,Literature",no
1342,"Psycho House (Psycho, #3)",Robert Bloch,4.09,"175,511","9,282",861,2003,2.75,932,"Horror,Mystery,Fiction,Thriller,Audiobook,Suspense,Novels,Mystery,The United States Of America,Holiday",no
1343,The Girl In The Coffee Shop,Caedem Marquez,3.02,537,73,10,2011,2.43,221,"Romance,Short Stories,Fiction,Womens Fiction",no
1344,Yellow Dog,Martin Amis,3.62,"126,031","9,835",76,2005,2.79,1918,"Fiction,Literature,Novels,Contemporary,European Literature,Literary Fiction,Literature,Humor,Modern,Unfinished",no
1345,De historie van Mejuffrouw Sara Burgerhart,Betje Wolff,3.01,632,40,13,1989,3.01,608,"Classics,Academic,Fiction,Literature,European Literature,Historical,Academic,Literature,Novels,Historical",no
1346,"Voodoo, Vol. 2: The Killer in Me",Joshua Williamson,3.8,"93,810","10,384",840,2013,2.84,166,"Sequential Art,Sequential Art,Superheroes,Comics,Comics,Science Fiction,Graphic Novels Comics",no
1347,Enclave,Kit Reed,3.7,"13,467","1,828",177,2009,2.75,208,"Fiction,Science Fiction,Young Adult,Science Fiction,Fantasy,Gothic,Science Fiction Fantasy",no
1348,"The Grave Gourmet (Capucine Culinary Mystery, #1)",Alexander Campion,3.04,"1,561",303,5,2010,2.85,891,"Mystery,Fiction,Mystery,Food and Drink,Food and Drink,Thriller,Cultural,Cultural,Mystery,Contemporary",no
1349,Skull Flowers,Jazon Dion Fletcher,2.62,151,53,2,2019,2.62,144,"Fantasy,Young Adult,Science Fiction,Gothic,Science Fiction,Science Fiction,Speculative Fiction,Fantasy,Plays,Science Fiction",no
1350,Celebutantes,Amanda Goldberg,2.97,"2,075",289,4,2008,2.95,1825,"Womens Fiction,Fiction,Young Adult,Adult,Adult Fiction,Contemporary,Unfinished,Couture,Novels,Humor",no
1351,"The Girl of Hawthorn and Glass (The Girl of Hawthorn and Glass, #1)",Adan Jerreat-Poole,2.98,733,410,4,2020,2.91,668,"Fantasy,Young Adult,LGBT,Paranormal,Fiction,Romance,Fantasy,LGBT,Contemporary,Fantasy",no
1352,"The Life and Opinions of Maf the Dog, and of His Friend Marilyn Monroe",Andrew O'Hagan,3.79,"17,166","2,381",34,2010,2.73,732,"Fiction,Historical,Animals,Animals,Historical,Humor,Culture,Literary Fiction,Literature,Novels",no
1353,The Dewey Decimal System of Love,Josephine Carr,2.8,670,150,5,2003,2.74,576,"Romance,Fiction,Womens Fiction,Adult Fiction,Adult,Mystery,Contemporary,Romance,Humor,Writing",no
1354,"Green Arrow, Volume 1: The Midas Touch",Dan Jurgens,3.76,"109,004","8,411","1,471",2012,2.95,1993,"Sequential Art,Sequential Art,Superheroes,Comics,Comics,Graphic Novels Comics,Fiction,Fantasy,Science Fiction,Thriller",no
1355,Paravion,Hafid Bouazza,3.11,"1,353",122,31,2003,3.04,672,"Fiction,European Literature,Literature,Roman,Literary Fiction,Novels,Literature",no
1356,"Men of War, Vol. 1: Uneasy Company",Ivan Brandon,3.38,"4,651",651,120,2012,2.94,272,"Sequential Art,Sequential Art,Superheroes,Graphic Novels Comics,Fiction,War,Comics",no
1357,A Dark Matter,Peter Straub,4.02,"466,352","21,219",220,2010,2.97,4405,"Horror,Fiction,Mystery,Thriller,Fantasy,Fantasy,Suspense,Fantasy,Audiobook,Occult",no
1358,The Marvelous Misadventures of Ingrid Winter (Ingrid Winter Misadventure #1),Janne S. Drangsholt,3.07,"7,100",770,8,2017,2.97,6340,"Fiction,Humor,Contemporary,Womens Fiction,Novels,Family,Audiobook,Mystery,Humor,Literary Fiction",no
1359,Tiger Babies Strike Back: How I Was Raised by a Tiger Mom but Could Not Be Turned to the Dark Side,Kim Wong Keltner,3.2,"2,054",281,4,2013,2.96,261,"Nonfiction,Autobiography,Parenting,Cultural,Unfinished,Humor,Biography,Literature,Cultural,Literature",no
1360,"Nothing Bad Is Going to Happen (No One Else Can Have You, #2)",Kathleen  Hale,3.22,"8,082","1,896",5,2016,2.89,757,"Mystery,Young Adult,Fiction,Contemporary,Realistic Fiction,Romance,Thriller,Thriller,Mystery,Humor",no
1361,The Daylight Marriage,Heidi Pitlor,3.66,"27,562","3,779",22,2015,2.96,3911,"Fiction,Mystery,Thriller,Thriller,Suspense,Literary Fiction,Contemporary,Adult,Adult Fiction,Drama",no
1362,I Take You,Eliza Kennedy,3.11,"7,613","1,218",4,2015,2.97,5811,"Fiction,Womens Fiction,Romance,Humor,Contemporary,Adult,Audiobook,Adult Fiction,Marriage,Humor",no
1363,A Desirable Residence,Madeleine Wickham,3.35,"132,755","6,145",16,2004,2.96,6443,"Womens Fiction,Fiction,Romance,Contemporary,Audiobook,Adult,European Literature,Womens Fiction,Adult Fiction,Family",no
1364,"Three Bedrooms, Two Baths, One Very Dead Corpse",David  James,2.98,321,89,2,2010,2.94,231,"Mystery,Mystery,Fiction",no
1365,The Cult of the Amateur: How Today's Internet Is Killing Our Culture,Andrew Keen,3.21,"2,624",497,9,2007,2.82,1122,"Nonfiction,Science,Computers,Sociology,Cultural,Business,Psychology,Culture,Internet,Economics",no
1366,My Boyfriend's Back,Chrissy Olinger,2.94,677,69,2,2011,2.94,672,"Romance,Fantasy,Fantasy,Fiction,Womens Fiction,Novella,Contemporary,Short Stories,Paranormal,Romance",no
1367,The Red House,Mark Haddon,3.87,"1,452,643","59,872",63,2012,2.96,15537,"Fiction,Contemporary,Family,Literary Fiction,European Literature,Unfinished,Novels,Audiobook,Adult Fiction,Adult",no
1368,Vissen redden,Annelies Verbeke,3.24,"6,224",565,44,2010,2.93,437,"Fiction,Roman,European Literature",no
1369,Lake People,Abi Maxwell,3.21,682,172,3,2013,2.92,367,"Fiction,Adult Fiction,Contemporary,Literary Fiction",no
1370,"Heather, the Totality",Matthew Weiner,2.94,"6,508","1,142",4,2017,2.92,6422,"Fiction,Contemporary,Audiobook,Adult,Adult Fiction,Thriller,Literary Fiction,Novels,Novella,New York",no
1371,Bumble-Ardy,Maurice Sendak,4.22,"1,206,749","23,221",205,2013,2.95,935,"Childrens,Childrens,Animals,Fiction,Poetry,Humor,Childrens,Fantasy,Family,Young Adult",no
1372,The Pleasures of Men,Kate Williams,3.67,"11,245","1,513",57,2012,2.79,1622,"Historical,Mystery,Historical,Fiction,Gothic,Horror,Historical,Mystery,Thriller,Suspense",no
1373,بريد الليل,Hoda Barakat,3.13,"3,731",839,12,2018,3.03,2628,"Fiction,Cultural,Novels,Audiobook,War,Literary Fiction,Adult,Contemporary,Short Stories,Literature",no
1374,The Glades,Clifton Campbell,2.93,289,45,2,2010,2.93,284,"Mystery,Fiction,Thriller,Short Stories,Thriller,Mystery",no
1375,Serenade,Leon de Winter,3.45,"9,049",414,49,1995,2.92,319,"Literature,Fiction,European Literature,Roman,Music",no
1376,Checkpoint,Nicholson Baker,3.64,"38,458","5,207",33,2005,2.89,886,"Fiction,Novels,Politics,Literary Fiction,Contemporary,Literature,Adult Fiction,The United States Of America",no
1377,The Better to Hold You (Abra Barrow #1),Alisa Sheckley,3.04,631,81,2,2009,2.92,414,"Fantasy,Fantasy,Romance,Romance,Fantasy,Shapeshifters,Fiction,Paranormal,Adult,Fantasy",no
1378,The Orphanage of Gods,Helena Coggan,3.48,"1,266",354,5,2019,2.91,325,"Fantasy,Young Adult,LGBT,Young Adult,Fiction,Romance,Fantasy,Fantasy,Science Fiction,LGBT",no
1379,Crazy,Benjamin Lebert,3.01,"3,154",215,14,2001,2.92,2201,"Young Adult,Fiction,European Literature,Contemporary,Academic,Novels,Young Adult,Cultural,Roman,Drama",no
1380,The Transition of Juan Romero,H.P. Lovecraft,4.0,"692,989","44,204","3,388",1919,2.98,1019,"Horror,Horror,Short Stories,Fiction,Fantasy,Fantasy,Literature,Classics,Lovecraftian,Novels",no
1381,The Woman Who Went to Bed for a Year,Sue Townsend,3.76,"128,826","7,264",74,2012,2.95,13534,"Fiction,Humor,Contemporary,Humor,Womens Fiction,European Literature,Novels,Audiobook,Family,Relationships",no
1382,Fogtown,Andersen Gabrych,3.82,"10,571",415,52,2010,2.92,308,"Sequential Art,Sequential Art,Mystery,Mystery,Mystery,LGBT,Historical,Graphic Novels Comics,Fiction,LGBT",no
1383,The Flame Alphabet,Ben Marcus,4.07,"87,088","3,771",45,2012,2.88,5237,"Fiction,Science Fiction,Science Fiction,Novels,Horror,Fantasy,Literary Fiction,Humanities,Speculative Fiction,Literature",no
1384,De leesclub,Renate Dorrestein,3.35,"13,149","1,052",64,2010,2.91,590,"Fiction,Humor,European Literature,Novels,Academic,Book Club,Roman",no
1385,Among the Ten Thousand Things,Julia Pierpont,2.98,"13,053","1,801",3,2015,2.82,11517,"Fiction,Literary Fiction,Contemporary,New York,Family,Marriage,Adult Fiction,Audiobook,Novels,Adult",no
1386,The Brass Bed (Jewel Heiss #1),Jennifer Stevenson,3.37,"2,136",470,57,2008,2.9,794,"Romance,Fantasy,Fantasy,Fiction,Romance,Womens Fiction,Humor,Fantasy,Fantasy,Adult Fiction",no
1387,Girls in Trucks,Katie Crouch,3.13,"19,426","3,024",10,2008,2.84,8730,"Fiction,Womens Fiction,Contemporary,American,Adult,Adult Fiction,Young Adult,Young Adult,Romance,Womens",no
1388,Scientology 8-8008: How to Increase Your Spirituality Ability from Zero to Infinity,L. Ron Hubbard,3.46,"67,355","5,817",684,1994,3.02,184,"Religion,Philosophy,Nonfiction",no
1389,The Culling: Rise of the Ravagers,Scott Lobdell,3.78,"102,390","8,285","1,229",2013,2.84,295,"Sequential Art,Sequential Art,Superheroes,Comics,Comics,Young Adult,Graphic Novels Comics,Science Fiction",no
1390,"Eat, Drink and Remarry: Confessions of a Serial Wife",Margo Howard,3.02,198,52,5,2014,2.93,119,"Nonfiction,Autobiography,Biography Memoir",no
1391,The Uncoupling,Meg Wolitzer,3.56,"249,464","29,195",35,2011,2.93,8364,"Fiction,Literary Fiction,Contemporary,Audiobook,Adult Fiction,Magical Realism,Novels,Relationships,Womens Fiction,Adult",no
1392,Red Rain,R.L. Stine,3.7,"959,456","56,710","1,156",2012,2.91,4923,"Horror,Fiction,Thriller,Fantasy,Fantasy,Mystery,Adult,Fantasy,Adult Fiction,Novels",no
1393,The Birthing House,Christopher Ransom,2.72,"6,474","1,145",9,2009,2.47,3603,"Horror,Fiction,Thriller,Fantasy,Fantasy,Mystery,Fantasy,Paranormal,Adult,Thriller",no
1394,The Tennis Party,Madeleine Wickham,3.35,"132,755","6,145",16,2011,2.98,5669,"Womens Fiction,Fiction,Romance,Contemporary,European Literature,Audiobook,Humor,Adult,Romance,Womens Fiction",no
1395,Rich Again,Anna Maxted,3.55,"42,777","1,249",20,2009,2.59,499,"Womens Fiction,Contemporary,Fiction",no
1396,The House on the Cliff,Charlotte Williams,3.05,942,155,19,2014,2.88,631,"Mystery,Fiction,Thriller,Suspense,Contemporary,Gothic,Adult Fiction,Thriller,European Literature,Horror",no
1397,You Don't Scare Me,John Farris,3.62,"9,046",900,71,2007,2.88,152,"Horror,Fiction,Thriller,Fantasy",no
1398,Tell-All,Chuck Palahniuk,3.84,"1,638,024","74,329",149,2010,2.87,13363,"Fiction,Contemporary,Audiobook,Novels,Humor,Adult Fiction,Thriller,Unfinished,Literature,Literature",no
1399,Part-Time Princesses,Monica Gallagher,3.7,"2,349",407,53,2015,2.86,299,"Sequential Art,Young Adult,Sequential Art,Young Adult,Graphic Novels Comics,Fiction,LGBT,Realistic Fiction,Young Adult,Young Adult",no
1400,"Attila, King of the Huns: The Man and the Myth",Patrick Howarth,3.1,145,22,17,1995,2.97,114,"History,Biography,Nonfiction",no
1401,Love and Death in the Sunshine State: The Story of a Crime,Cutter Wood,2.69,538,117,3,2018,2.69,538,"Crime,Nonfiction,Autobiography,Mystery,Mystery,History,Literary Fiction,Literature,Biography,Unfinished",no
1402,"Mister Terrific, Vol. 1: Mind Games",Eric Wallace,3.53,"1,625",172,54,2012,2.78,373,"Sequential Art,Sequential Art,Superheroes,Graphic Novels Comics,Science Fiction,Comics,Comics,Action",no
1403,The Little People,John Christopher,3.93,"52,506","3,745",118,1968,2.96,167,"Horror,Fiction,Science Fiction,Fantasy,Adult,German History,Holiday,Science Fiction Fantasy",no
1404,The Shack,William Paul Young,3.8,"627,614","37,213",20,2007,3.8,606614,"Fiction,Christian,Christian Fiction,Religion,Spirituality,Religion,Inspirational,Religion,Adult Fiction,Adult",no
1405,We All Fall Down,Rose Szabo,3.28,"6,057","1,726",5,2022,2.49,878,"Fantasy,Young Adult,LGBT,LGBT,Fiction,Young Adult,Paranormal,Fantasy,Fantasy,Fantasy",no
1406,The Finkler Question,Howard Jacobson,3.24,"35,972","4,978",60,2010,2.81,14990,"Fiction,Literature,Literary Fiction,Contemporary,Literature,European Literature,Novels,Unfinished,Humor,Book Club",no
1407,Le Divorce,Diane Johnson,3.48,"21,566","2,555",79,2003,2.94,4686,"Fiction,Womens Fiction,Cultural,Romance,Contemporary,Novels,Humor,Travel,Literary Fiction,Adult Fiction",no
1408,Walks with Men,Ann Beattie,3.62,"17,032","1,994",108,2010,2.73,1708,"Fiction,Short Stories,Romance,Contemporary,Novella,New York,Novels,Adult,Adult Fiction,Literature",no
1409,The Creator's Map,Emilio Calderón,3.19,"1,005",142,43,2008,2.93,327,"Historical,Fiction,Adventure,Thriller,Cultural,Historical,War,War,Cultural,Mystery",no
1410,We Are Totally Normal,Rahul Kanakia,3.44,"11,530","2,881",30,2020,2.66,2997,"LGBT,Young Adult,Contemporary,Romance,LGBT,Fiction,Audiobook,Young Adult,Romance,LGBT",no
1411,Daredevil/Batman: Eye for an Eye,D.G. Chichester,4.06,"16,049",416,195,1997,2.73,124,"Sequential Art,Sequential Art,Dc Comics,Superheroes,Superheroes,Comics,Fiction,Graphic Novels Comics,Comics",no
1412,Girl Land,Caitlin Flanagan,3.16,"1,281",307,3,2012,2.93,504,"Nonfiction,Feminism,Psychology,Womens,Parenting,Autobiography,Writing,Politics,Sociology,Adult",no
1413,"Antigua: The Land of Fairies, Wizards and Heroes",Larry   Ellis,1.63,76,25,3,2007,1.63,76,"Fantasy,Fiction,Young Adult",no
1414,Love Transposed,Chelsy Day,2.83,176,13,7,2011,2.83,173,"Romance,Contemporary,Short Stories,Fiction,Novella,Romance,Fantasy,Fantasy",no
1415,Thanos vs. Hulk,Jim Starlin,3.95,"101,707","6,767",796,2015,2.61,236,"Sequential Art,Superheroes,Sequential Art,Comics,Comics,Fiction,Graphic Novels Comics",no
1416,حكايات الجواري في قصور الخلافة,سعيد أبو العينين,3.47,356,73,11,1998,2.89,114,History,no
1417,Nasza szkapa,Maria Konopnicka,3.22,"5,578",192,104,2008,2.77,563,"European Literature,Classics,Academic,Short Stories,Fiction,Childrens,Cultural,Canon",no
1418,Redemption Prep,Samuel       Miller,3.59,"3,215",554,3,2020,2.77,744,"Mystery,Young Adult,Contemporary,Fiction,School Stories,Thriller,Thriller,Science Fiction,Young Adult,Audiobook",no
1419,Amnesia,Peter Carey,3.61,"87,855","7,609",77,2015,2.83,2263,"Fiction,Cultural,Thriller,Contemporary,Mystery,Literary Fiction,Mystery,Audiobook,Novels,Science Fiction",no
1420,A Separation,Katie Kitamura,3.44,"40,986","5,235",11,2017,2.99,14726,"Fiction,Literary Fiction,Contemporary,Mystery,Novels,Cultural,Adult Fiction,Adult,Marriage,Audiobook",no
1421,"The Eye of Jade (A Mei Wang Mystery, #1)",Diane Wei Liang,3.12,"1,754",332,5,2008,2.97,1077,"Mystery,Cultural,Fiction,Mystery,Cultural,Literature,Adult,Thriller,Mystery,Audiobook",no
1422,Ivy Day in the Committee Room,James Joyce,3.75,"475,816","27,859",838,1914,2.8,142,"Short Stories,Fiction,Cultural,Classics,Politics,Literature",no
1423,"Rozdzióbią nas kruki, wrony. Utwory powieściowe",Stefan Żeromski,2.89,"22,319","1,081",68,1983,2.95,1088,"Academic,European Literature,Classics,Fiction,Short Stories,Historical,Stories",no
1424,Leaving Isn't the Hardest Thing: Essays,Lauren  Hough,3.27,"8,714","1,592",1,2021,3.27,8713,"Autobiography,Nonfiction,Writing,LGBT,LGBT,Audiobook,Religion,Biography,Feminism,Religion",no
1425,Kind of a Big Deal,Shannon Hale,3.98,"738,735","76,982",90,2020,2.83,3339,"Young Adult,Fantasy,Contemporary,Fiction,Romance,Magical Realism,Young Adult,Audiobook,Young Adult,Young Adult",no
1426,Ten Days in the Hills,Jane Smiley,3.75,"170,262","16,476",99,2007,2.54,1687,"Fiction,Contemporary,Literature,Romance,Unfinished,Literary Fiction,Novels,Adult,Book Club,Womens",no
1427,Ludzie bezdomni,Stefan Żeromski,2.89,"22,319","1,081",68,1987,2.91,4429,"Classics,European Literature,Academic,Fiction,Cultural,Academic,Novels,Literature,Historical,Literature",no
1428,Slave to Fashion,Rebecca    Campbell,2.68,614,80,3,2005,2.66,468,"Womens Fiction,Fiction,Humor,Couture,Contemporary,European Literature,Romance",no
1429,Reus,Annelies Verbeke,3.24,"6,224",565,44,2006,2.83,344,"European Literature,Fiction,Roman,Literature",no
1430,Wit zand,Kristien Hemmerechts,3.1,"4,651",356,95,2002,2.84,194,"Literature,Fiction,Roman",no
1431,Kathleen Hale Is a Crazy Stalker,Kathleen  Hale,3.22,"8,082","1,896",5,2019,2.07,653,"Nonfiction,Writing,Autobiography,Unfinished,Short Stories,Humor",no
1432,"The Last Lost World: Ice Ages, Human Origins, and the Invention of the Pleistocene",Lydia Pyne,3.45,936,212,9,2012,2.93,127,"Science,History,Anthropology,Nonfiction,Environment,Environment,Philosophy,Science",no
1433,The Unfinished Land,Greg Bear,3.87,"642,230","19,827",191,2021,2.85,243,"Fantasy,Historical,Historical Fiction,Adventure,Young Adult,Adult,Historical,Science Fiction,Literature,Fiction",no
1434,Een zuil van zout,Kristien Hemmerechts,3.1,"4,651",356,95,2004,2.87,340,"European Literature,Roman,Fiction",no
1435,Voodoo: Dancing in the Dark,Alan Moore,4.24,"1,681,042","52,899","1,033",1999,2.77,168,"Sequential Art,Sequential Art,Fantasy,Graphic Novels Comics,Horror,Superheroes",no
1436,The People We Hate at the Wedding,Grant Ginder,3.05,"17,319","2,493",5,2017,2.85,12018,"Fiction,Contemporary,Womens Fiction,Humor,Audiobook,Adult Fiction,Adult,Family,Romance,LGBT",no
