Title,Author,Author Average Rating,Author Votes,Author Review Count,Distinct Works,Year,Rating,Raters,Genres
Hungry Woman in Paris,Josefina López,3.36,925,139,10,2009,2.73,449,"Fiction,Adult Fiction,Novels"
Wedding Season,Darcy Cosper,2.82,799,107,1,2004,2.82,799,"Womens Fiction,Fiction,Romance,Contemporary,Adult,Literature"
Civil War II: Kingpin,Matthew Rosenberg,3.7,"29,866","4,060",391,2016,2.88,171,"Sequential Art,Superheroes,Sequential Art,Comics,Marvel,Comics"
The Love of My Youth,Mary Gordon,3.7,"31,507","2,538",83,2011,2.82,1031,"Fiction,Romance,Cultural,Literary Fiction,Contemporary,Love,Relationships,Womens Fiction,Adult Fiction,Unfinished"
I'm So Happy for You,Lucinda Rosenfeld,2.99,"6,268",881,5,2009,2.74,1394,"Fiction,Womens Fiction,Romance,Adult Fiction,Novels,Contemporary,Humor,Adult,Womens Fiction,Book Club"
The Diagnosis,Alan Lightman,3.81,"143,146","9,525",44,2002,2.85,1070,"Fiction,Novels,Literature,Contemporary,Unfinished,Adult,Literature,Book Club,Literary Fiction,Health"
Lost in Arcadia,Sean Gandert,2.78,"1,103",146,4,2017,2.67,1019,"Fiction,Science Fiction,Science Fiction,Science Fiction Fantasy,Modern,Speculative Fiction,Business"
Naked Came the Stranger,Penelope Ashe,2.98,372,73,4,2004,2.94,365,"Fiction,Adult Fiction,Humor,Sexuality,Classics,Humor,Novels"
The Sugar Frosted Nutsack,Mark Leyner,3.49,"18,132","1,790",19,2012,2.93,1081,"Fiction,Humor,Novels,Fantasy,Contemporary,Humor,Unfinished,Literature,Literature,Literature"
Christmas With My Grinch,B.L. Morticia,3.47,"1,055",356,71,2012,2.9,171,"Romance,Holiday,Romance,Holiday,Romance,Short Stories,Adult Fiction,Erotica,LGBT,Contemporary"
The Uninvited Guests,Sadie Jones,3.33,"26,151","3,875",8,2012,2.96,8776,"Fiction,Historical,Mystery,Historical,Fantasy,Fantasy,Gothic,European Literature,Fantasy,Adult"
First X-Men,Neal Adams,3.9,"47,400","3,897",738,2013,2.99,269,"Sequential Art,Sequential Art,Marvel,Superheroes,Comics,Fiction,Graphic Novels Comics,Comics,Science Fiction,Comics Manga"
The Queen's Lover,Francine du Plessix Gray,3.95,"66,830","1,445",23,2012,2.97,1081,"Historical,Fiction,Cultural,European History,Historical,Romance,Literature,Adult,Literature,Cultural"
So Long at the Fair,Christina Schwarz,3.73,"86,472","3,516",15,2008,2.79,727,"Fiction,Contemporary,Relationships,Adult,Marriage"
"Apocalypse Wars (Uncanny X-Men: Superior, #2)",Cullen Bunn,3.82,"158,359","15,904","1,378",2016,2.97,424,"Sequential Art,Superheroes,Marvel,Sequential Art,Comics,Comics,Graphic Novels Comics,Fiction,Science Fiction"
"Final Genesis (Young X-Men, #1)",Marc Guggenheim,3.85,"52,855","4,085",535,2008,2.94,175,"Sequential Art,Marvel,Sequential Art,Superheroes,Graphic Novels Comics,Comics,Comics"
Book of Numbers,Joshua Cohen,3.63,"10,023","1,690",64,2015,2.98,1245,"Fiction,Novels,Contemporary,Literary Fiction,Literature,Literature,Unfinished,Literature,Science,The United States Of America"
The Scorpion's Sweet Venom: The Diary of a Brazilian Call Girl,Bruna Surfistinha,2.78,"1,006",64,4,2007,2.76,929,"Nonfiction,Biography,Cultural,Biography,Adult Fiction,Sex Work,Autobiography,Contemporary,European Literature,Feminism"
If the Shoe Fits,Stephanie Rowe,4.11,"58,380","5,901",98,2007,2.98,416,"Womens Fiction,Romance,Fiction,Audiobook,Contemporary,Romance,Literature"
"The Accidental Groupie (The Accidental Groupie, #1)",Simone Holloway,3.22,"3,877",299,176,2013,2.93,242,"Romance,Adult Fiction,Short Stories,New Adult,Womens Fiction,Music,Adult"
Tomorrow,Graham Swift,3.64,"48,939","4,949",45,2007,2.64,1181,"Fiction,Literary Fiction,Contemporary,European Literature,Audiobook,Novels,Family,Literature,Literature,Relationships"
Cum Laude,Cecily von Ziegesar,3.59,"307,708","11,438",70,2010,2.51,1878,"Young Adult,Fiction,Womens Fiction,Contemporary,Academic,Adult Fiction,Adult,Romance,New Adult,Drama"
The Ring: The Last Knight Templar's Inheritance,Jorge Molist,3.71,"3,506",352,13,2008,3.01,897,"Fiction,Historical,Thriller,Mystery,Historical,Adventure,Religion,Anthologies,Thriller,Unfinished"
Chicago: A Novel of Prohibition,David Mamet,3.83,"83,307","4,830",147,2018,2.92,1333,"Fiction,Historical,Mystery,Mystery,Historical,Literature,Thriller,Novels,Thriller,Literary Fiction"
Rancid Aluminium,James Hawes,3.68,"8,401",896,23,1998,2.95,310,"Fiction,Mystery,Humor,European Literature,Contemporary"
The Twelve,William  Gladstone,2.6,763,143,2,2009,2.57,730,"Fiction,Mystery,Contemporary,Science Fiction,Thriller,Adventure,Science Fiction Fantasy"
You Are Here,Meenakshi Reddy Madhavan,3.03,"1,532",146,12,2008,2.69,717,"Womens Fiction,Fiction,Contemporary,Cultural"
A Girl Like Me,Swati Kaushal,3.25,909,95,8,2008,2.95,233,"Young Adult,Womens Fiction"
The Squirrel Mother,Megan Kelso,3.19,"1,777",317,12,2006,2.86,645,"Sequential Art,Sequential Art,Short Stories,Fiction,Young Adult,Graphic Novels Comics,Adult,Sequential Art,The United States Of America,Politics"
The Astor Orphan: A Memoir,Alexandra Aldrich,2.91,"1,294",223,1,2013,2.91,1294,"Autobiography,Nonfiction,Biography,Biography Memoir,History,Biography,Historical,New York,Audiobook,Womens"
Le Survenant,Germaine Guèvremont,2.83,"1,223",68,7,2003,2.8,1158,"Classics,Fiction,Academic,Cultural,Cultural,Academic,Roman,Novels,Historical,Audiobook"
Death of the Black-Haired Girl,Robert  Stone,3.91,"67,113","4,793",36,2013,2.68,1162,"Fiction,Mystery,Thriller,Mystery,Suspense,Thriller,Novels,Drama,Adult,Literature"
Life is Short and Desire Endless,Patrick Lapeyre,2.82,394,47,10,2012,2.88,333,"Cultural,Fiction,Roman,Novels"
The J.A.P. Chronicles,Isabel Rose,2.88,623,56,10,2006,2.87,608,"Womens Fiction,Fiction,Literature"
Quality Of Life Report,Meghan Daum,3.64,"22,975","3,238",13,2004,2.98,1174,"Fiction,Womens Fiction,Contemporary,Novels,Book Club,New York,Writing,Literature,Humor"
Hysteria,Eva Gale,2.91,445,98,6,2009,2.68,231,"Adult Fiction,Romance,Historical,Romance,Fiction,Historical,Short Stories,Adult,Romance,Novella"
Gaudí in Manhattan,Carlos Ruiz Zafón,4.17,"1,036,190","87,024",46,2009,2.99,421,"Fiction,Roman,Short Stories,Mystery,Novels,Magical Realism"
Sakina's restaurant,Aasif Mandvi,3.31,"3,354",477,10,1998,2.85,1268,"Fiction,Audiobook,Plays,Humor,Drama,Humor,Cultural,Plays,Cultural,Family"
Past Perfect,Susan Isaacs,3.47,"25,240","2,982",31,2007,3.02,1236,"Fiction,Mystery,Womens Fiction,Thriller,Audiobook,Thriller,Spy Thriller,Modern,Adult Fiction,Novels"
Avengers & X-Men: AXIS,Rick Remender,3.89,"155,370","14,092",852,2015,2.96,1218,"Sequential Art,Superheroes,Sequential Art,Marvel,Comics,Graphic Novels Comics,Comics,Fiction,Fantasy,Comics Manga"
Wrecked,Anna Davies,3.06,"2,795",492,18,2012,2.93,1818,"Young Adult,Mythology,Fantasy,Romance,Fantasy,Romance,Fantasy,Fantasy,Fiction,Fantasy"
You Lost Me There,Rosecrans Baldwin,3.37,"5,239",762,9,2010,2.91,1212,"Fiction,Contemporary,Novels,Literary Fiction,Unfinished,Literature,Adult,Adult Fiction,Suspense,Audiobook"
Cut Both Ways,Carrie Mesrobian,3.47,"5,100","1,011",7,2015,2.93,1535,"LGBT,Young Adult,Contemporary,Romance,Realistic Fiction,Fiction,LGBT,Young Adult,LGBT,Young Adult"
"Empress of the Night: A Novel of Catherine the Great (Catherine, #2)",Eva Stachniak,3.55,"16,970","2,055",6,2014,3.04,1410,"Historical,Cultural,Historical,Fiction,Literature,Cultural,Russian History,History,Audiobook,Adult"
Death of Wolverine: The Logan Legacy,Charles Soule,3.87,"185,148","20,457",954,2015,2.97,383,"Sequential Art,Sequential Art,Superheroes,Comics,Marvel,Comics,Graphic Novels Comics,Fantasy,Fiction,Anthologies"
A Place For Wolves,Kosoko Jackson,3.64,"5,831","1,763",12,2019,3.01,174,"Young Adult,LGBT,Historical,Historical,Fiction,LGBT,Thriller,Romance,Contemporary,LGBT"
X-Men: X-Termination,Greg Pak,3.81,"111,161","10,667","1,056",2013,2.96,245,"Sequential Art,Superheroes,Sequential Art,Marvel,Comics,Graphic Novels Comics,Comics,Action,Fiction"
The Kingdom of Ohio,Matthew Flaming,3.0,"1,277",312,1,2009,3.0,1277,"Historical,Fiction,Fantasy,Science Fiction,Science Fiction,Science Fiction,Historical,Unfinished,Science Fiction Fantasy,Speculative Fiction"
"Nanny Returns (Nanny, #2)",Emma McLaughlin,3.41,"404,850","9,245",15,2009,2.93,8155,"Womens Fiction,Fiction,Adult Fiction,Adult,Contemporary,Audiobook,Romance,Humor,New York,Novels"
Hystopia,David Means,3.52,"6,178","1,005",29,2016,2.94,1373,"Fiction,Science Fiction,Historical,Science Fiction,War,Literary Fiction,Science Fiction,Novels,Speculative Fiction,Literature"
"Eighty Days Yellow (Eighty Days, #1)",Vina Jackson,3.21,"12,335","1,157",16,2012,2.91,5483,"Adult Fiction,Erotica,Romance,Adult,Contemporary,Romance,Fiction,Dark,Erotica,Romance"
"The Wilderness of Ruin: A Tale of Madness, Fire, and the Hunt for America's Youngest Serial Killer",Roseanne Montillo,3.32,"3,790",832,8,2015,2.9,1511,"Crime,Nonfiction,History,Mystery,Historical,Literature,North American Hi...,Mystery,Biography,Mental Health"
"The Great Corruption (Uncanny X-Force, #3)",Sam Humphries,3.62,"36,471","5,107",372,2014,2.96,205,"Sequential Art,Superheroes,Marvel,Sequential Art,Comics,Graphic Novels Comics,Comics,Fiction"
Death of X,Jeff Lemire,4.0,"364,798","36,500","1,104",2017,2.97,793,"Sequential Art,Superheroes,Sequential Art,Marvel,Comics,Comics,Fiction,Graphic Novels Comics,Comics Manga,Sequential Art"
Almost English,Charlotte Mendelson,3.16,"4,543",694,12,2013,2.9,1504,"Fiction,Contemporary,European Literature,Literary Fiction,Cultural,Young Adult,Unfinished,Family,Novels,Literature"
Sandor slash Ida,Sara Kadefors,3.16,"3,912",249,21,2005,3.02,1964,"Young Adult,European Literature,Romance,Contemporary,Fiction,Novels,Academic,Childrens,Cultural,Young Adult"
Civil War II: Gods of War,Dan Abnett,4.05,"270,625","17,984","1,936",2016,2.92,170,"Sequential Art,Superheroes,Sequential Art,Comics,Fiction,Fantasy,Comics"
Mr. Muo's Travelling Couch,Dai Sijie,3.62,"63,182","5,279",18,2006,2.79,1545,"Fiction,Cultural,Cultural,Cultural,Literature,Literature,Novels,Unfinished,Adult Fiction,Historical"
The Soul Thief,Charles Baxter,3.72,"32,787","3,625",68,2008,2.92,1533,"Fiction,Novels,Literary Fiction,Contemporary,Adult Fiction,New York,Academic,Literature,Realistic Fiction,Mystery"
A Christmas Blizzard,Garrison Keillor,3.83,"53,635","5,634",227,2009,2.9,1698,"Holiday,Fiction,Humor,Holiday,Adult,Audiobook,Humor,Book Club,Novels,Contemporary"
"Counter-Evolutionary (Uncanny Avengers, #6)",Rick Remender,3.89,"155,370","14,092",852,2015,2.98,368,"Sequential Art,Superheroes,Sequential Art,Comics,Marvel,Graphic Novels Comics,Comics,Fiction,Comics Manga,Science Fiction"
Ravens,George Dawes Green,4.0,"21,274","1,534",8,2009,3.01,1833,"Fiction,Thriller,Suspense,Mystery,Thriller,Horror,Mystery,Contemporary,Adult Fiction,Literature"
The Skull and the Nightingale,Michael Irwin,3.6,"1,799",265,28,2013,2.86,410,"Historical,Fiction,Historical,European Literature,Horror,Literature,Adult,Literary Fiction,Mystery,Literature"
"Quantum (Captain Chase, #1)",Patricia Cornwell,3.89,"1,330,664","44,514",136,2019,2.98,17705,"Mystery,Fiction,Thriller,Science Fiction,Thriller,Audiobook,Suspense,Mystery,Unfinished,Space"
Fifty Shades of Mr Darcy: A Parody,William Codpiece Thwackery,2.86,546,140,2,2012,2.86,545,"Romance,Humor,Adult Fiction,Fiction,Humor,Adult,Erotica,Historical,Historical,Romance"
In the Kitchen,Monica Ali,3.69,"96,131","7,926",15,2009,2.75,1995,"Fiction,European Literature,Food and Drink,Contemporary,Unfinished,Literary Fiction,Novels,Literature,Literature,Adult Fiction"
Cari Mora,Thomas  Harris,4.08,"1,002,434","22,444",28,2019,2.83,9961,"Thriller,Fiction,Horror,Mystery,Mystery,Thriller,Audiobook,Suspense,Adult,Novels"
Charlotte Temple,Susanna Rowson,2.95,"2,972",298,28,1987,2.94,2444,"Classics,Fiction,Academic,Academic,Literature,Academic,Literature,Literature,Historical,Academic"
Gather 'Round the Sound,Paulo Coelho,3.8,"3,889,259","172,390",225,0,2.72,2386,"Fiction,Holiday,Short Stories,Audiobook,Holiday,Anthologies,Classics,Novella,Music,Short Stories"
The Rose Labyrinth,Titania Hardie,3.09,"4,809",675,53,2008,2.91,3386,"Fiction,Historical,Mystery,Historical,Thriller,Fantasy,Romance,Thriller,Adventure,European Literature"
Untold Story,Monica Ali,3.69,"96,131","7,926",15,2011,2.93,2402,"Fiction,Womens Fiction,Historical,Contemporary,Science Fiction,Literary Fiction,European Literature,Adult,Adult Fiction,Literature"
