,Title,Author,Author Average Rating,Author Votes,Review Count,Distinct Works,Year,Rating,Raters,Genres
1378,Funny You Should Ask (Paperback),Elissa Sussman,3.72,61211,10022,very small,new,3.73,large,"Romance,Fiction,Contemporary,Romance,Adult,Audiobook,Womens Fiction,New Adult,Adult Fiction,Novels"
1379,Kathleen Hale Is a Crazy Stalker,Kathleen  Hale,3.22,8082,1896,very small,new,2.07,small,"Nonfiction,Writing,Autobiography,Unfinished,Short Stories,Humor"
1380,Mendel Gdański. Miłosierdzie gminy,Maria Konopnicka,3.22,5578,192,average,new,2.86,small,"European Literature,Academic,Classics,Fiction,Novels,Short Stories"
1381,Get a Life,Nadine Gordimer,3.57,31847,3517,average,new,2.95,small,"Fiction,Cultural,Southern Africa,Nobel Prize,Literary Fiction,Short Stories,Family,Literature"
1382,"Grave Mercy (His Fair Assassin, #1)",Robin LaFevers,3.98,176295,16812,very small,new,3.89,large,"Fantasy,Young Adult,Historical,Romance,Historical,Fiction,Young Adult,Fantasy,Adventure,Mystery"
1383,The Autobiography of Benjamin Franklin (Paperback),Benjamin Franklin,3.87,93822,4670,large,old,3.85,large,"Biography,History,Nonfiction,Classics,Biography,Autobiography,North American Hi...,Biography Memoir,Politics,Historical"
1384,The Power of Habit: Why We Do What We Do in Life and Business (Hardcover),Charles Duhigg,4.11,486457,23285,small,new,4.13,large,"Nonfiction,Self Help,Psychology,Business,Self Help,Productivity,Audiobook,Science,Leadership,Sociology"
1385,Crazy Emma,Brandie Buckwine,3.28,1186,171,very small,new,2.72,small,"Adult Fiction,Romance,Short Stories,Adult,Womens Fiction,Fiction,Romance,Contemporary,Modern,Adult Fiction"
1386,"King's Cage (Red Queen, #3)",Victoria Aveyard,3.94,1634737,124980,small,new,3.94,large,"Fantasy,Young Adult,Science Fiction,Romance,Fiction,Young Adult,Audiobook,Science Fiction,Fantasy,Fantasy"
1387,The Interpretation of Dreams (Hardcover),Sigmund Freud,3.81,230785,9537,large,old,3.84,large,"Psychology,Nonfiction,Philosophy,Classics,Science,Psychology,Philosophy,Unfinished,European Literature,Self Help"
1388,"Rozdzióbią nas kruki, wrony. Utwory powieściowe",Stefan Żeromski,2.89,22319,1081,medium,old,2.95,medium,"Academic,European Literature,Classics,Fiction,Short Stories,Historical,Stories"
1389,Onmacht,Charles den Tex,3.33,2713,294,small,new,2.8,small,"Thriller,Roman,Novels,Literature,Fiction,Mystery,Young Adult"
1390,Alexander Hamilton (Paperback),Ron Chernow,4.2,306036,18367,small,new,4.21,large,"History,Biography,Nonfiction,North American Hi...,Politics,Audiobook,Historical,Biography Memoir,Military History,Unfinished"
1391,"The Magicians (The Magicians, #1)",Lev Grossman,3.71,473460,44905,small,new,3.52,large,"Fantasy,Fiction,Fantasy,Fantasy,Young Adult,Adult,Audiobook,Science Fiction Fantasy,Adventure,Adult Fiction"
1392,The Woman Who Went to Bed for a Year,Sue Townsend,3.76,128826,7264,medium,new,2.95,medium,"Fiction,Humor,Contemporary,Humor,Womens Fiction,European Literature,Novels,Audiobook,Family,Relationships"
1393,Queenie (Hardcover),Candice Carty-Williams,3.87,135227,13517,small,new,3.87,large,"Fiction,Contemporary,Audiobook,Adult,Health,Feminism,Race,Literary Fiction,Adult Fiction,Womens Fiction"
1394,"The Dry (Aaron Falk, #1)",Jane Harper,3.98,474287,45324,small,new,4.05,large,"Mystery,Fiction,Thriller,Mystery,Thriller,Cultural,Audiobook,Suspense,Adult,Contemporary"
1395,"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,4.22,1454659,65914,average,new,4.17,large,"Fantasy,Fiction,Fantasy,Fantasy,Adult,Fantasy,Science Fiction Fantasy,Adventure,Audiobook,Young Adult"
1396,The Girls (Hardcover),Emma Cline,3.48,203248,20712,small,new,3.49,large,"Fiction,Historical,Contemporary,Audiobook,Adult,Historical,Literary Fiction,Young Adult,Adult Fiction,Thriller"
1397,Mexican Gothic (Hardcover),Silvia Moreno-Garcia,3.72,400482,63948,average,new,3.68,large,"Horror,Fiction,Historical,Gothic,Mystery,Fantasy,Thriller,Adult,Audiobook,Historical"
1398,The Forgotten Garden (Paperback),Kate Morton,4.03,748734,76103,small,new,4.14,large,"Fiction,Historical,Mystery,Historical,Cultural,Romance,Adult Fiction,Adult,European Literature,Book Club"
1399,"Idiot: Beating ""The Curse"" and Enjoying the Game of Life",Johnny Damon,2.86,338,40,very small,new,2.86,small,"Sports,Sports,Nonfiction,Biography,Autobiography,Biography"
1400,When No One Is Watching (Paperback),Alyssa Cole,3.7,144865,25372,small,new,3.53,large,"Thriller,Mystery,Fiction,Thriller,Audiobook,Horror,Contemporary,Adult,Suspense,Adult Fiction"
1401,All Quiet on the Western Front (Mass Market Paperback),Erich Maria Remarque,4.12,544313,19552,average,old,4.03,large,"Classics,Fiction,Historical,War,Historical,Literature,Academic,European Literature,War,Novels"
1402,Slaughterhouse-Five (Paperback),Kurt Vonnegut Jr.,4.07,2787191,100770,large,old,4.09,large,"Classics,Fiction,Science Fiction,War,Historical,Literature,Novels,Science Fiction,Fantasy,Literature"
1403,The Time Traveler's Wife (ebook),Audrey Niffenegger,3.94,1830702,68280,small,new,3.99,large,"Fiction,Romance,Fantasy,Science Fiction,Science Fiction,Contemporary,Adult,Womens Fiction,Adult Fiction,Magical Realism"
1404,The Tree,H.P. Lovecraft,4.0,692989,44204,large,old,2.99,medium,"Horror,Horror,Short Stories,Fantasy,Fiction,Classics,Fantasy,Lovecraftian,Gothic,Historical"
1405,The Wife Between Us (Hardcover),Greer Hendricks,3.86,654642,63903,very small,new,3.86,large,"Thriller,Fiction,Mystery,Thriller,Audiobook,Suspense,Adult,Thriller,Contemporary,Adult Fiction"
1406,"The Host (The Host, #1)",Stephenie Meyer,3.68,13006065,387890,medium,new,3.85,large,"Young Adult,Science Fiction,Fantasy,Romance,Fiction,Science Fiction,Fantasy,Science Fiction,Adult,Romance"
1407,"The Good Daughter (Good Daughter, #1)",Karin Slaughter,4.07,1522375,109106,average,new,4.13,large,"Thriller,Mystery,Fiction,Thriller,Audiobook,Mystery,Suspense,Adult,Contemporary,Thriller"
1408,Pamela,Samuel Richardson,3.05,20869,1573,large,new,2.78,medium,"Classics,Fiction,Literature,Romance,Literature,European Literature,Novels,Academic,Literature,Historical"
1409,Cum Laude,Cecily von Ziegesar,3.59,307708,11438,medium,new,2.51,medium,"Young Adult,Fiction,Womens Fiction,Contemporary,Academic,Adult Fiction,Adult,Romance,New Adult,Drama"
1410,"House of Earth and Blood (Crescent City, #1)",Sarah J. Maas,4.36,8085275,673336,medium,new,4.48,large,"Fantasy,Romance,Fiction,Adult,New Adult,Fantasy,Fairies,Fantasy,Fantasy,Romance"
1411,Bunny (Hardcover),Mona Awad,3.52,101838,23576,very small,new,3.57,large,"Horror,Fiction,Contemporary,Thriller,Fantasy,Adult,Magical Realism,Literary Fiction,Audiobook,Thriller"
1412,"Mister Terrific, Vol. 1: Mind Games",Eric Wallace,3.53,1625,172,medium,new,2.78,small,"Sequential Art,Sequential Art,Superheroes,Graphic Novels Comics,Science Fiction,Comics,Comics,Action"
1413,I'm Glad My Mom Died (ebook),Jennette McCurdy,4.59,249076,31464,very small,new,4.59,large,"Nonfiction,Autobiography,Audiobook,Biography,Health,Adult,Biography,Biography Memoir,Humor,Contemporary"
1414,Fried Green Tomatoes at the Whistle Stop Cafe (Hardcover),Fannie Flagg,4.13,505290,34239,small,new,4.28,large,"Fiction,Historical,LGBT,Classics,Womens Fiction,Historical,American,LGBT,Humor,Adult Fiction"
1415,The Kitchen House (Paperback),Kathleen Grissom,4.21,290107,23344,very small,new,4.2,large,"Historical,Fiction,Historical,Book Club,Audiobook,Adult,Adult Fiction,American,Novels,Cultural"
1416,The Sexual Life of Catherine M.,Catherine Millet,2.88,3712,464,small,new,2.82,medium,"Adult Fiction,Nonfiction,Biography,Autobiography,Sexuality,Cultural,Biography,Biography Memoir,Literature,Womens"
1417,Life of Pi (Paperback),Yann Martel,3.91,1569054,57986,small,new,3.93,large,"Fiction,Fantasy,Classics,Adventure,Contemporary,Magical Realism,Novels,Literature,Cultural,Philosophy"
1418,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened (Paperback)",Allie Brosh,4.17,231021,18751,very small,new,4.16,large,"Humor,Nonfiction,Sequential Art,Autobiography,Sequential Art,Humor,Biography,Health,Adult,Short Stories"
1419,The Kingdom of Ohio,Matthew Flaming,3.0,1277,312,very small,new,3.0,medium,"Historical,Fiction,Fantasy,Science Fiction,Science Fiction,Science Fiction,Historical,Unfinished,Science Fiction Fantasy,Speculative Fiction"
1420,"The Bridge Kingdom (The Bridge Kingdom, #1)",Danielle L. Jensen,4.1,207786,23624,small,new,4.08,large,"Fantasy,Romance,Romance,New Adult,Fiction,Audiobook,Adult,Fantasy,Young Adult,Young Adult"
1421,We Are Okay (Hardcover),Nina LaCour,3.87,212731,32333,small,new,3.95,large,"Young Adult,Contemporary,LGBT,Fiction,LGBT,LGBT,Health,Romance,Realistic Fiction,Audiobook"
1422,"A Wizard of Earthsea (Earthsea Cycle, #1)",Ursula K. Le Guin,4.07,1257997,85583,large,old,4.01,large,"Fantasy,Fiction,Young Adult,Classics,Science Fiction Fantasy,Fantasy,Fantasy,Science Fiction,Adventure,Audiobook"
1423,Deer in the Headlights: My Life in Sarah Palin's Crosshairs,Levi Johnston,2.82,168,31,very small,new,2.82,small,"Nonfiction,Autobiography,Biography,Biography,Biography Memoir"
1424,One Italian Summer (Hardcover),Rebecca Serle,3.75,500075,49620,small,new,3.64,large,"Fiction,Romance,Audiobook,Contemporary,Magical Realism,Womens Fiction,Adult,Cultural,Travel,Adult Fiction"
1425,Love on the Brain (Kindle Edition),Ali Hazelwood,4.13,1187810,149821,very small,new,4.01,large,"Romance,Contemporary,Romance,Fiction,Adult,Womens Fiction,Audiobook,New Adult,Adult Fiction,Love"
1426,"Fix Her Up (Hot & Hammered, #1)",Tessa Bailey,3.9,1002342,113179,medium,new,3.65,large,"Romance,Contemporary,Romance,Adult,Fiction,Audiobook,Womens Fiction,Sports,Contemporary Romance,New Adult"
1427,"Iron Widow (Iron Widow, #1)",Xiran Jay Zhao,4.15,51896,12698,very small,new,4.15,large,"Fantasy,Young Adult,Science Fiction,LGBT,Fiction,LGBT,Romance,Historical,Young Adult,Audiobook"
1428,"Detransition, Baby (Hardcover)",Torrey Peters,3.99,60645,7688,very small,new,3.98,large,"Fiction,LGBT,LGBT,Contemporary,Literary Fiction,Audiobook,Adult,LGBT,Novels,Gender"
1429,"City of Fallen Angels (The Mortal Instruments, #4)",Cassandra Clare,4.23,8430713,485060,average,new,4.09,large,"Fantasy,Young Adult,Romance,Fantasy,Fantasy,Paranormal,Fiction,Paranormal,Fantasy,Young Adult"
1430,Beautiful Children,Charles Bock,3.08,3979,850,very small,new,2.9,medium,"Fiction,Novels,Adult Fiction,Contemporary,Literary Fiction,Adult,Unfinished,Dark,Family,Book Club"
1431,"Controller (Warmer, #3)",Jesse Kellerman,3.57,37973,4159,small,new,2.73,medium,"Short Stories,Fiction,Science Fiction,Science Fiction,Audiobook,Science Fiction,Environment,The United States Of America,Novella,Environment"
1432,To Kill a Mockingbird (Paperback),Harper Lee,4.23,5795640,139969,medium,old,4.27,large,"Classics,Fiction,Historical,Academic,Literature,Young Adult,Historical,Academic,Novels,Young Adult"
1433,Mere Christianity (Kindle Edition),C.S. Lewis,4.16,7067589,179295,large,old,4.34,large,"Christian,Nonfiction,Religion,Religion,Religion,Classics,Philosophy,Religion,Spirituality,Christian"
1434,No Exit (Kindle Edition),Taylor  Adams,3.98,128417,18302,very small,new,4.03,large,"Thriller,Thriller,Mystery,Fiction,Horror,Adult,Suspense,Mystery,Audiobook,Contemporary"
1435,"Evermore (The Immortals, #1)",Alyson Noel,3.68,743254,31589,medium,new,3.59,large,"Young Adult,Fantasy,Fantasy,Romance,Romance,Fantasy,Fiction,Fantasy,Paranormal,Fantasy"
1436,All the Missing Girls (Kindle Edition),Megan Miranda,3.68,470379,41727,small,new,3.76,large,"Mystery,Thriller,Fiction,Thriller,Suspense,Audiobook,Adult,Mystery,Contemporary,Adult Fiction"
1437,Madame Bovary (Paperback),Gustave Flaubert,3.7,358832,17697,large,old,3.7,large,"Classics,Fiction,Cultural,Literature,European Literature,Romance,Literature,Novels,Historical,Classics"
1438,We Need to Talk About Kevin (Paperback),Lionel Shriver,3.93,261296,27655,small,new,4.07,large,"Fiction,Contemporary,Thriller,Horror,Mystery,Drama,Adult,Psychology,Literary Fiction,Book Club"
1439,A Prayer for Owen Meany (Paperback),John Irving,4.01,1019490,45647,medium,new,4.24,large,"Fiction,Classics,Contemporary,Literature,Literary Fiction,Novels,Historical,Young Adult,Adult Fiction,Literature"
1440,Good to Great: Why Some Companies Make the Leap... and Others Don't (Hardcover),James C. Collins,4.1,285802,8170,medium,new,4.13,large,"Business,Leadership,Nonfiction,Self Help,Buisness,Business,Business,Self Help,Audiobook,Economics"
1441,"The Family Upstairs (The Family Upstairs, #1)",Lisa Jewell,3.95,1515062,121192,small,new,3.97,large,"Mystery,Thriller,Fiction,Thriller,Audiobook,Suspense,Adult,Mystery,Contemporary,Adult Fiction"
1442,The Diamond Eye (Hardcover),Kate Quinn,4.32,824595,70577,small,new,4.3,large,"Historical,Fiction,Historical,Audiobook,War,War,Adult,Cultural,Romance,Adult Fiction"
1443,"IvX (Uncanny X-Men: Superior, #4)",Cullen Bunn,3.82,158359,15904,large,new,2.92,small,"Sequential Art,Superheroes,Marvel,Sequential Art,Comics,Comics,Graphic Novels Comics,Fiction,Science Fiction"
1444,"Moby-Dick or, the Whale (Paperback)",Herman Melville,3.57,664896,30878,large,old,3.53,large,"Classics,Fiction,Literature,Adventure,Historical,Novels,Literature,Literature,Classics,Audiobook"
1445,Cosmos (Mass Market Paperback),Carl Sagan,4.25,466985,16798,medium,old,4.38,large,"Science,Nonfiction,Science,Science,History,Space,Philosophy,Classics,Science,Audiobook"
1446,The Martian Chronicles (Mass Market Paperback),Ray Bradbury,3.99,2966177,120429,large,old,4.15,large,"Science Fiction,Fiction,Classics,Short Stories,Fantasy,Science Fiction Fantasy,Audiobook,Literature,Space,Literature"
1447,"Beautiful Creatures (Caster Chronicles, #1)",Kami Garcia,3.82,1036312,56960,medium,new,3.77,large,"Fantasy,Young Adult,Fantasy,Romance,Fiction,Fantasy,Fantasy,Paranormal,Fantasy,Romance"
1448,The Age of Innocence (Paperback),Edith Wharton,3.79,479694,31904,large,old,3.96,large,"Classics,Fiction,Historical,Romance,Literature,Literature,Novels,Historical,New York,Literature"
1449,Rich Again,Anna Maxted,3.55,42777,1249,small,new,2.59,small,"Womens Fiction,Contemporary,Fiction"
1450,The Twins of Tribeca,Rachel Pine,2.89,559,66,very small,new,2.89,small,"Womens Fiction,Fiction,Adult Fiction,Literature"
1451,Feuchtgebiete,Charlotte Roche,2.84,11985,1328,very small,new,2.84,medium,"Fiction,Contemporary,European Literature,Feminism,Cultural,Roman,Adult Fiction,Novels,Sexuality,Adult"
1452,"The Gentleman's Guide to Vice and Virtue (Montague Siblings, #1)",Mackenzi Lee,4.04,215548,36148,small,new,4.05,large,"Historical,Young Adult,LGBT,Romance,Historical,Fiction,LGBT,Audiobook,Fantasy,Adventure"
1453,Hot Pterodactyl Boyfriend,Alan Cumyn,2.86,1349,424,small,new,2.09,small,"Young Adult,Fantasy,Romance,Humor,Contemporary,Fiction,Young Adult,Young Adult,Animals,Fantasy"
1454,Indigo: In Search of the Color That Seduced the World,Catherine E. McKinley,3.48,961,197,very small,new,2.9,small,"Nonfiction,History,Cultural,Travel,Art,Autobiography,History,Historical,Reference,Western Africa"
1455,Before We Were Yours (Hardcover),Lisa Wingate,4.3,743089,63894,small,new,4.39,large,"Historical,Fiction,Historical,Audiobook,Book Club,Adult,Adult Fiction,Family,Contemporary,Parenting"
1456,The Glove of Darth Vader (Star Wars: Jedi Prince #1),Paul  Davids,2.89,4289,253,small,new,2.77,small,"Media Tie In,Science Fiction,Fiction,Young Adult,Fantasy,Childrens,Childrens,Adventure,Space,Childrens"
1457,The God Delusion (Hardcover),Richard Dawkins,4.02,698105,26920,average,new,3.9,large,"Nonfiction,Religion,Science,Philosophy,Religion,Psychology,Spirituality,Religion,Audiobook,Biology"
1458,Great Expectations (Paperback),Charles Dickens,3.91,3609421,121932,large,old,3.79,large,"Classics,Fiction,Literature,Historical,Academic,Novels,Literature,Classics,European Literature,Historical"
1459,The Soul Thief,Charles Baxter,3.72,32787,3625,medium,new,2.92,medium,"Fiction,Novels,Literary Fiction,Contemporary,Adult Fiction,New York,Academic,Literature,Realistic Fiction,Mystery"
1460,"Six of Crows (Six of Crows, #1)",Leigh Bardugo,4.17,3659317,407612,medium,new,4.49,large,"Fantasy,Young Adult,Fiction,Young Adult,Romance,LGBT,Adventure,Fantasy,Fantasy,Audiobook"
1461,Scientology 8-8008: How to Increase Your Spirituality Ability from Zero to Infinity,L. Ron Hubbard,3.46,67355,5817,large,new,3.02,small,"Religion,Philosophy,Nonfiction"
1462,The Gene: An Intimate History (Hardcover),Siddhartha Mukherjee,4.32,145037,12607,small,new,4.35,large,"Science,Nonfiction,History,Science,Health,Biology,Health,Audiobook,Medical,Science"
1463,Red Rain,R.L. Stine,3.7,959456,56710,large,new,2.91,medium,"Horror,Fiction,Thriller,Fantasy,Fantasy,Mystery,Adult,Fantasy,Adult Fiction,Novels"
1464,"The Bourne Identity (Jason Bourne, #1)",Robert Ludlum,4.01,1111519,18062,average,old,4.04,large,"Fiction,Thriller,Mystery,Suspense,Spy Thriller,Action,Adventure,Thriller,Mystery,Thriller"
1465,The Uncoupling,Meg Wolitzer,3.56,249464,29195,small,new,2.93,medium,"Fiction,Literary Fiction,Contemporary,Audiobook,Adult Fiction,Magical Realism,Novels,Relationships,Womens Fiction,Adult"
1466,"Blood Meridian, or the Evening Redness in the West (Paperback)",Cormac McCarthy,4.02,1406741,95514,small,old,4.16,large,"Fiction,Historical,Westerns,Classics,Literature,Novels,Horror,Literature,Historical,Literary Fiction"
1467,The Flame Alphabet,Ben Marcus,4.07,87088,3771,small,new,2.88,medium,"Fiction,Science Fiction,Science Fiction,Novels,Horror,Fantasy,Literary Fiction,Humanities,Speculative Fiction,Literature"
1468,People We Meet on Vacation (Paperback),Emily Henry,4.05,1909306,216951,small,new,3.95,large,"Romance,Fiction,Contemporary,Romance,Adult,Womens Fiction,Audiobook,Adult Fiction,Travel,New Adult"
1469,The Blue Book,A.L. Kennedy,3.65,10846,1837,medium,new,2.95,small,"Novels,Contemporary,Romance,Literary Fiction,Fiction,Literature,Unfinished,European Literature"
1470,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing (Hardcover),Marie Kondō,3.87,403715,37800,small,new,3.87,large,"Nonfiction,Self Help,Audiobook,Self Help,Psychology,Cultural,Productivity,Reference,Adult,How To"
1471,"Bared to You (Crossfire, #1)",Sylvia Day,4.13,1478207,69875,average,new,4.16,large,"Romance,Adult Fiction,Contemporary,Romance,Adult,Fiction,Romance,Erotica,New Adult,Womens Fiction"
1472,The Year of Magical Thinking (Paperback),Joan Didion,3.96,422550,37908,medium,new,3.92,large,"Nonfiction,Autobiography,Biography,Biography Memoir,Audiobook,Death,Biography,Writing,Psychology,Literature"
1473,Carrie Soto Is Back (Hardcover),Taylor Jenkins Reid,4.27,3848195,430320,small,new,4.26,large,"Fiction,Historical,Contemporary,Audiobook,Romance,Sports,Adult,Historical,Adult Fiction,Literary Fiction"
1474,The Silent Patient (Hardcover),Alex Michaelides,4.09,1514160,146950,very small,new,4.17,large,"Thriller,Mystery,Fiction,Thriller,Audiobook,Suspense,Mystery,Adult,Thriller,Contemporary"
1475,"In the Woods (Dublin Murder Squad, #1)",Tana French,3.86,1075244,91140,small,new,3.78,large,"Mystery,Fiction,Thriller,Mystery,Thriller,Cultural,Suspense,Adult,Audiobook,Contemporary"
1476,The Divine Comedy (Hardcover),Dante Alighieri,4.03,370132,15059,large,old,4.07,large,"Classics,Poetry,Fiction,Literature,Philosophy,Religion,Fantasy,European Literature,Cultural,Classics"
1477,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,4.46,1572436,93422,medium,new,4.52,large,"Fantasy,Fiction,Fantasy,Fantasy,Fantasy,Science Fiction Fantasy,Adult,Adventure,Audiobook,Epic"
1478,The Unhoneymooners (Paperback),Christina Lauren,3.99,2257526,229455,medium,new,3.97,large,"Romance,Contemporary,Fiction,Romance,Adult,Womens Fiction,Audiobook,New Adult,Adult Fiction,Humor"
1479,The Astor Orphan: A Memoir,Alexandra Aldrich,2.91,1294,223,very small,new,2.91,medium,"Autobiography,Nonfiction,Biography,Biography Memoir,History,Biography,Historical,New York,Audiobook,Womens"
1480,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma (Hardcover)",Bessel van der Kolk,4.46,113948,9697,small,new,4.47,large,"Nonfiction,Psychology,Self Help,Health,Health,Science,Audiobook,Self Help,Psychology,Social Science"
1481,Notre-Dame de Paris | The Hunchback of Notre-Dame (Paperback),Victor Hugo,4.15,1056468,34645,large,old,4.01,large,"Classics,Fiction,Historical,Cultural,Literature,European Literature,Gothic,Historical,Romance,Novels"
1482,The Scarlet Letter (Paperback),Nathaniel Hawthorne,3.46,947803,27917,large,old,3.43,large,"Classics,Fiction,Historical,Academic,Literature,Young Adult,Academic,Historical,Classics,Novels"
1483,Shutter Island (Mass Market Paperback),Dennis Lehane,4.03,616403,37937,medium,new,4.1,large,"Mystery,Fiction,Thriller,Horror,Thriller,Suspense,Mystery,Thriller,Adult,Novels"
1484,This is Going to Hurt: Secret Diaries of a Junior Doctor (Kindle Edition),Adam Kay,4.35,305117,21747,small,new,4.41,large,"Nonfiction,Autobiography,Health,Biography,Medical,Audiobook,Humor,Science,Biography,Biography Memoir"
1485,By a Lady: Being the Adventures of an Enlightened American in Jane Austen's England,Amanda Elyot,3.51,1874,203,very small,new,2.85,small,"Historical,Fiction,Science Fiction,Romance,Historical,Historical,Womens Fiction,Romance,Fantasy,Historical"
1486,"The Life and Opinions of Maf the Dog, and of His Friend Marilyn Monroe",Andrew O'Hagan,3.79,17166,2381,small,new,2.73,small,"Fiction,Historical,Animals,Animals,Historical,Humor,Culture,Literary Fiction,Literature,Novels"
1487,Truly Madly Guilty (Hardcover),Liane Moriarty,3.95,3271355,221863,small,new,3.58,large,"Fiction,Contemporary,Womens Fiction,Audiobook,Mystery,Adult,Adult Fiction,Cultural,Thriller,Thriller"
1488,"The Atlas Six (The Atlas, #1)",Olivie Blake,3.84,135700,27467,small,new,3.76,large,"Fantasy,Fiction,Adult,LGBT,Mystery,Fantasy,Young Adult,Science Fiction,LGBT,Audiobook"
1489,The Art of Racing in the Rain (Hardcover),Garth Stein,4.2,522317,45948,small,new,4.22,large,"Fiction,Animals,Contemporary,Animals,Audiobook,Adult Fiction,Adult,Book Club,Novels,Family"
1490,A Man Called Ove (Hardcover),Fredrik Backman,4.26,2271354,270378,small,new,4.37,large,"Fiction,Contemporary,Audiobook,Humor,Adult,Adult Fiction,Book Club,Literary Fiction,Cultural,Novels"
1491,Rock Paper Scissors (Hardcover),Alice Feeney,3.89,501391,62909,small,new,3.97,large,"Thriller,Mystery,Fiction,Thriller,Audiobook,Suspense,Adult,Contemporary,Thriller,Mystery"
1492,Emma (Paperback),Jane Austen,4.14,7410613,236945,large,old,4.04,large,"Classics,Fiction,Romance,Historical,Literature,Historical,Audiobook,Literature,Classics,Novels"
1493,The Communist Manifesto (Paperback),Karl Marx,3.78,232128,12935,large,old,3.63,large,"Philosophy,Nonfiction,Politics,Classics,History,Economics,Sociology,Philosophy,Politics,European Literature"
1494,A Christmas Tree,Charles Dickens,3.91,3609346,121924,large,new,2.93,small,"Holiday,Classics,Short Stories,Fiction,Historical,Audiobook,Classics,Holiday,European Literature,Literature"
1495,"The Wonderful Wizard of Oz (Oz, #1)",L. Frank Baum,3.97,642536,27961,large,old,3.99,large,"Classics,Fantasy,Fiction,Childrens,Young Adult,Adventure,Childrens,Audiobook,Fantasy,Literature"
1496,The Red House,Mark Haddon,3.87,1452643,59872,medium,new,2.96,medium,"Fiction,Contemporary,Family,Literary Fiction,European Literature,Unfinished,Novels,Audiobook,Adult Fiction,Adult"
1497,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America (Hardcover)",Erik Larson,4.0,1154503,87029,small,new,3.99,large,"Nonfiction,History,Crime,Mystery,Historical,Mystery,Audiobook,North American Hi...,Biography,Book Club"
1498,Eleanor & Park (Hardcover),Rainbow Rowell,3.96,2766957,263016,medium,new,3.97,large,"Young Adult,Romance,Contemporary,Fiction,Realistic Fiction,Audiobook,Young Adult,Young Adult,Young Adult,Young Adult"
1499,Fates and Furies (Hardcover),Lauren Groff,3.65,254745,32131,medium,new,3.58,large,"Fiction,Contemporary,Literary Fiction,Audiobook,Adult Fiction,Adult,Romance,Novels,Book Club,Marriage"
1500,Ultimate End,Brian Michael Bendis,3.92,594011,39659,large,new,2.82,small,"Sequential Art,Sequential Art,Superheroes,Comics,Fiction,Science Fiction,Graphic Novels Comics,Comics,Marvel,Sequential Art"
1501,The Five: The Untold Lives of the Women Killed by Jack the Ripper (Hardcover),Hallie Rubenhold,4.08,50137,7221,very small,new,4.12,large,"Nonfiction,History,Crime,Biography,Mystery,Historical,Audiobook,Mystery,Feminism,Adult"
1502,A Light in the Attic (Hardcover),Shel Silverstein,4.34,3015046,42829,average,old,4.35,large,"Poetry,Childrens,Classics,Fiction,Humor,Young Adult,Childrens,Literature,Childrens,Childrens"
1503,Steve Jobs (Hardcover),Walter Isaacson,4.15,1633601,39790,medium,new,4.16,large,"Biography,Nonfiction,Business,Science,History,Biography Memoir,Audiobook,Leadership,Biography,Autobiography"
1504,"Fable (Fable, #1)",Adrienne Young,4.0,192159,31034,small,new,4.07,large,"Fantasy,Young Adult,Romance,Adventure,Young Adult,Fiction,Adventure,Audiobook,Fantasy,Romance"
1505,Wentworth Hall,Abby Grahame,2.88,1363,299,very small,new,2.88,medium,"Historical,Young Adult,Historical,Romance,Fiction,European Literature,Mystery,Young Adult,Family,Womens Fiction"
1506,Death of Wolverine: The Logan Legacy,Charles Soule,3.87,185148,20457,large,new,2.97,small,"Sequential Art,Sequential Art,Superheroes,Comics,Marvel,Comics,Graphic Novels Comics,Fantasy,Fiction,Anthologies"
1507,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life (Paperback),Mark Manson,3.92,1014602,64007,medium,new,3.91,large,"Nonfiction,Self Help,Psychology,Audiobook,Self Help,Philosophy,Business,Humor,Adult,Health"
1508,World War Z: An Oral History of the Zombie War (Hardcover),Max Brooks,3.98,663103,40693,medium,new,4.01,large,"Horror,Fiction,Horror,Science Fiction,Fantasy,Apocalyptic,Science Fiction,Audiobook,Science Fiction,War"
1509,Adèle,Emma Tennant,2.76,3648,642,medium,new,2.27,small,"Historical,Fiction,Retellings,Historical,European Literature,Historical,Classics,Own"
1510,The Hunting Party (Paperback),Lucy Foley,3.78,1187424,108270,small,new,3.65,large,"Mystery,Thriller,Fiction,Thriller,Audiobook,Mystery,Suspense,Adult,Contemporary,Cultural"
1511,A Walk in the Woods: Rediscovering America on the Appalachian Trail (Mass Market Paperback),Bill Bryson,4.03,1583136,95729,medium,new,4.06,large,"Nonfiction,Travel,Autobiography,Humor,Environment,Adventure,Audiobook,Biography,History,Nature"
1512,The Eye of Argon,Jim Theis,2.68,573,231,very small,new,2.68,small,"Fantasy,Fiction,Humor,Classics,Science Fiction,Short Stories,Heroic Fantasy,Pulp,Horror,Humor"
