Title,Author,Rating,Raters,Genres,Author Average Rating,Author Votes,Review Count,Distinct Works,Year
"The Happiness Project: Or Why I Spent a Year Trying to Sing in the Morning, Clean My Closets, Fight Right, Read Aristotle, and Generally Have More Fun (Hardcover)",Gretchen Rubin,3.64,163000,"Nonfiction,Self Help,Autobiography,Psychology,Self Help,Audiobook,Inspirational,Biography,Adult,Book Club",3.67,"258,999","24,668",29,2009.0
My Life Next Door (Hardcover),Huntley Fitzpatrick,3.98,148109,"Young Adult,Romance,Contemporary,Fiction,Womens Fiction,Young Adult,Realistic Fiction,Romance,Young Adult,Young Adult",3.93,"189,732","14,408",4,2012.0
The Whisper Man (Paperback),Alex North,4.04,131715,"Thriller,Mystery,Fiction,Horror,Thriller,Mystery,Audiobook,Suspense,Adult,Contemporary",3.97,"177,814","22,261",12,2019.0
We Need to Talk About Kevin (Paperback),Lionel Shriver,4.07,182990,"Fiction,Contemporary,Thriller,Horror,Mystery,Drama,Adult,Psychology,Literary Fiction,Book Club",3.93,"261,296","27,655",47,2003.0
The Bluest Eye (Paperback),Toni Morrison,4.1,217902,"Fiction,Classics,Historical,Cultural,Race,Novels,Literature,Literary Fiction,Literature,Academic",3.98,"995,586","61,512",156,1970.0
"The One (The Selection, #3)",Kiera Cass,4.17,588640,"Romance,Young Adult,Science Fiction,Fantasy,Fiction,Audiobook,Science Fiction,Young Adult,Womens Fiction,Young Adult",3.99,"3,603,821","223,854",33,2014.0
The Tales of Beedle the Bard (Hardcover),J.K. Rowling,4.05,462950,"Fantasy,Fiction,Young Adult,Short Stories,Childrens,Fantasy,Childrens,Fantasy,Audiobook,Science Fiction Fantasy",4.46,"32,200,287","716,343",385,2008.0
To Sleep in a Sea of Stars (Hardcover),Christopher Paolini,3.78,44297,"Science Fiction,Fiction,Fantasy,Adult,Audiobook,Space,Space,Science Fiction,Science Fiction Fantasy,Young Adult",3.98,"2,784,426","68,613",56,2020.0
"P.S. I Love You (P.S. I Love You, #1)",Cecelia Ahern,4.03,367203,"Romance,Womens Fiction,Fiction,Contemporary,Adult,Romance,Love,Drama,Adult Fiction,Cultural",3.92,"864,750","52,721",74,2004.0
Midnight's Children (Paperback),Salman Rushdie,3.98,115971,"Fiction,Magical Realism,Cultural,Classics,Historical,Fantasy,Literature,Novels,Literary Fiction,Asian Literature",3.83,"378,881","30,796",138,1981.0
"Empire of Storms (Throne of Glass, #5)",Sarah J. Maas,4.57,360450,"Fantasy,Young Adult,Romance,New Adult,Fantasy,Fairies,Fiction,Young Adult,Fantasy,Fantasy",4.36,"8,085,813","673,367",87,2016.0
Salt: A World History (Paperback),Mark Kurlansky,3.74,66751,"History,Nonfiction,Food and Drink,Science,History,Historical,History,Audiobook,Food and Drink,History",3.78,"117,164","9,890",56,2002.0
"Gideon the Ninth (The Locked Tomb, #1)",Tamsyn Muir,4.23,89359,"Fantasy,Science Fiction,LGBT,Fiction,Horror,LGBT,Adult,LGBT,Mystery,Audiobook",4.26,"159,636","29,313",38,2019.0
"In a Dark, Dark Wood (Paperback)",Ruth Ware,3.72,300332,"Mystery,Thriller,Fiction,Thriller,Suspense,Audiobook,Mystery,Adult,Horror,Adult Fiction",3.76,"1,586,339","141,424",17,2015.0
Emotional Intelligence 2.0 (Hardcover),Travis Bradberry,3.84,78123,"Psychology,Self Help,Nonfiction,Business,Leadership,Self Help,Buisness,Business,Relationships,Productivity",3.84,"83,837","1,885",22,2003.0
Without Merit (Kindle Edition),Colleen Hoover,3.83,144147,"Romance,Young Adult,Contemporary,Fiction,New Adult,Audiobook,Health,Romance,Family,Mental Health",4.24,"9,640,004","874,642",62,2017.0
"Parable of the Sower (Earthseed, #1)",Octavia E. Butler,4.21,126700,"Fiction,Science Fiction,Science Fiction,Fantasy,Apocalyptic,Classics,Speculative Fiction,Science Fiction Fantasy,Audiobook,Novels",4.21,"574,768","59,983",83,1993.0
"Twisted Love (Twisted, #1)",Ana Huang,3.77,216189,"Romance,Contemporary,Romance,New Adult,Adult,Dark,Fiction,Academic,Love,Audiobook",4.02,"597,159","64,345",13,2021.0
Mindset: The New Psychology of Success (Hardcover),Carol S. Dweck,4.08,127933,"Psychology,Nonfiction,Self Help,Business,Self Help,Education,Leadership,Parenting,Productivity,Teaching",4.09,"129,220","9,802",21,2006.0
Tess of the D’Urbervilles (Paperback),Thomas Hardy,3.82,266978,"Classics,Fiction,Romance,Literature,Historical,Literature,Historical,Novels,Classics,European Literature",3.86,"673,573","32,752","1,187",1891.0
Deception Point (Mass Market Paperback),Dan Brown,3.74,643052,"Fiction,Thriller,Mystery,Suspense,Thriller,Adventure,Science Fiction,Mystery,Novels,Action",3.87,"7,967,790","200,537",134,2001.0
"The Ex Hex (The Ex Hex, #1)",Erin Sterling,3.54,124392,"Romance,Fantasy,Fiction,Fantasy,Contemporary,Paranormal,Adult,Audiobook,Fantasy,Romance",3.59,"146,222","22,317",3,2021.0
"Chain of Gold (The Last Hours, #1)",Cassandra Clare,4.43,82541,"Fantasy,Young Adult,Romance,Historical,Young Adult,Fantasy,Fantasy,Historical,Fiction,LGBT",4.23,"8,430,727","485,062",187,2020.0
"The Young Elites (The Young Elites, #1)",Marie Lu,3.88,128612,"Fantasy,Young Adult,Science Fiction,Romance,Fiction,Young Adult,Fantasy,Science Fiction,Fantasy,Fantasy",4.15,"1,523,417","155,114",44,2014.0
The Sandman Vol. 1: Preludes & Nocturnes (Hardcover),Neil Gaiman,4.24,250572,"Sequential Art,Sequential Art,Fantasy,Fiction,Horror,Graphic Novels Comics,Comics,Fantasy,Fantasy,Adult",4.14,"7,226,645","450,345","1,481",1988.0
A Beautiful Mind (Paperback),Sylvia Nasar,4.13,130111,"Biography,Nonfiction,Psychology,Science,Science,History,Biography Memoir,Health,Media Tie In,Autobiography",4.13,"132,150","1,812",9,1998.0
"Cress (The Lunar Chronicles, #3)",Marissa Meyer,4.42,335480,"Fantasy,Young Adult,Science Fiction,Romance,Retellings,Science Fiction,Fiction,Fantasy,Audiobook,Adventure",4.21,"2,589,882","270,016",56,2014.0
"Three Dark Crowns (Three Dark Crowns, #1)",Kendare Blake,3.81,100034,"Fantasy,Young Adult,Young Adult,Fiction,Romance,Fantasy,Fantasy,Audiobook,Young Adult,Science Fiction Fantasy",3.89,"402,362","50,430",41,2016.0
Better Than the Movies (Hardcover),Lynn Painter,4.28,78652,"Romance,Young Adult,Contemporary,Fiction,Romance,Young Adult,Audiobook,Young Adult,Young Adult,Womens Fiction",4.08,"128,132","22,623",8,2021.0
Wall and Piece (Paperback),Banksy,3.85,220429,"Art,Nonfiction,Politics,Art,Art,Art,Design,Art,Reference,Art",3.86,"226,038","1,083",25,2005.0
"Winter (The Lunar Chronicles, #4)",Marissa Meyer,4.43,248965,"Fantasy,Young Adult,Science Fiction,Romance,Retellings,Science Fiction,Fiction,Fantasy,Audiobook,Adventure",4.21,"2,589,882","270,016",56,2015.0
Every Last Word (Hardcover),Tamara Ireland Stone,4.26,69384,"Young Adult,Contemporary,Health,Romance,Fiction,Mental Health,Realistic Fiction,Poetry,Young Adult,Young Adult",4.18,"89,781","11,480",13,2015.0
Still Alice (Paperback),Lisa Genova,4.31,325513,"Fiction,Contemporary,Psychology,Book Club,Adult Fiction,Adult,Audiobook,Medical,Realistic Fiction,Drama",4.2,"533,822","54,588",14,2007.0
1491: New Revelations of the Americas Before Columbus (Paperback),Charles C. Mann,4.03,80615,"History,Nonfiction,North American Hi...,Anthropology,Science,Historical,History,Audiobook,Literature,History",4.06,"105,432","6,962",31,2005.0
Can't Hurt Me: Master Your Mind and Defy the Odds (Kindle Edition),David Goggins,4.36,148088,"Nonfiction,Self Help,Biography,Self Help,Psychology,Audiobook,Autobiography,Biography,Leadership,War",4.36,"152,385","10,160",9,2018.0
Can't Hurt Me: Master Your Mind and Defy the Odds (Kindle Edition),David Goggins,4.36,148088,"Nonfiction,Self Help,Biography,Self Help,Psychology,Audiobook,Autobiography,Biography,Leadership,War",4.36,"152,385","10,160",9,2018.0
"Where She Went (If I Stay, #2)",Gayle Forman,3.99,283443,"Young Adult,Romance,Contemporary,Fiction,Realistic Fiction,Music,New Adult,Young Adult,Audiobook,Young Adult",3.92,"1,427,846","98,478",30,2011.0
"Ignite Me (Shatter Me, #3)",Tahereh Mafi,4.45,283957,"Science Fiction,Young Adult,Fantasy,Romance,Science Fiction,Fiction,Fantasy,New Adult,Young Adult,Audiobook",4.09,"2,005,157","210,817",35,2014.0
The Dictionary of Lost Words (Paperback),Pip Williams,4.08,80411,"Historical,Fiction,Historical,Writing,Audiobook,Feminism,Adult,Book Club,Romance,Adult Fiction",4.07,"81,509","10,169",13,2020.0
The Lincoln Highway (Hardcover),Amor Towles,4.25,187503,"Fiction,Historical,Audiobook,Historical,Literary Fiction,Adventure,Book Club,Young Adult,Adult,Adult Fiction",4.19,"971,666","97,560",22,2021.0
Giovanni's Room (Paperback),James Baldwin,4.3,107220,"Classics,Fiction,LGBT,LGBT,Romance,Novels,LGBT,Literary Fiction,Literature,Cultural",4.32,"400,215","36,680",184,1956.0
Sometimes I Lie (Paperback),Alice Feeney,3.81,150500,"Thriller,Mystery,Fiction,Thriller,Audiobook,Suspense,Thriller,Adult,Mystery,Contemporary",3.89,"501,416","62,912",15,2017.0
"Oryx and Crake (MaddAddam, #1)",Margaret Atwood,4.01,250311,"Fiction,Science Fiction,Science Fiction,Apocalyptic,Fantasy,Cultural,Speculative Fiction,Science Fiction Fantasy,Audiobook,Novels",4.04,"3,486,459","218,504",470,2003.0
Bury My Heart at Wounded Knee: An Indian History of the American West (Paperback),Dee Brown,4.23,84784,"History,Nonfiction,North American Hi...,Classics,Historical,Politics,Race,War,Westerns,Native Americans",4.22,"89,964","5,367",55,1970.0
Genghis Khan and the Making of the Modern World (Kindle Edition),Jack Weatherford,4.03,66769,"History,Nonfiction,Biography,Cultural,Historical,History,Audiobook,War,Cultural,Biography Memoir",4.03,"75,583","4,554",14,2004.0
"The Elite (The Selection, #2)",Kiera Cass,3.97,661635,"Young Adult,Romance,Science Fiction,Fantasy,Fiction,Science Fiction,Audiobook,Young Adult,Young Adult,Womens Fiction",3.99,"3,603,821","223,854",33,2013.0
The Keeper of Lost Things (ebook),Ruth Hogan,3.81,130411,"Fiction,Contemporary,Fantasy,Romance,Audiobook,Magical Realism,Adult,Book Club,Adult Fiction,Womens Fiction",3.84,"154,930","15,181",5,2017.0
The Keeper of Lost Things (ebook),Ruth Hogan,3.81,130411,"Fiction,Contemporary,Fantasy,Romance,Audiobook,Magical Realism,Adult,Book Club,Adult Fiction,Womens Fiction",3.84,"154,930","15,181",5,2017.0
The Keeper of Lost Things (ebook),Ruth Hogan,3.81,130411,"Fiction,Contemporary,Fantasy,Romance,Audiobook,Magical Realism,Adult,Book Club,Adult Fiction,Womens Fiction",3.84,"154,930","15,181",5,2017.0
"The Titan's Curse (Percy Jackson and the Olympians, #3)",Rick Riordan,4.36,897465,"Fantasy,Young Adult,Fantasy,Fiction,Childrens,Adventure,Mythology,Childrens,Fantasy,Fantasy",4.34,"11,197,573","446,248",278,2007.0
Convenience Store Woman (Paperback),Sayaka Murata,3.71,186118,"Fiction,Contemporary,Cultural,Asian Literature,Literary Fiction,Audiobook,Adult,Cultural,Adult Fiction,Literature",3.7,"223,336","34,211",28,2016.0
Fear and Loathing in Las Vegas (Paperback),Hunter S. Thompson,4.07,329077,"Fiction,Classics,Humor,Writing,Novels,Literature,Literature,Contemporary,Travel,Humor",4.03,"534,399","16,185",78,1971.0
Queenie (Hardcover),Candice Carty-Williams,3.87,125103,"Fiction,Contemporary,Audiobook,Adult,Health,Feminism,Race,Literary Fiction,Adult Fiction,Womens Fiction",3.87,"135,227","13,517",20,2019.0
Breakfast at Tiffany's and Three Stories (Paperback),Truman Capote,3.86,243996,"Classics,Short Stories,Romance,Literature,Literature,Novels,New York,Audiobook,Classics,Literary Fiction",4.01,"947,215","42,691",223,1958.0
Made to Stick: Why Some Ideas Survive and Others Die (Hardcover),Chip Heath,3.97,87764,"Business,Nonfiction,Psychology,Leadership,Language,Self Help,Design,Business,Buisness,Business",4.0,"174,487","9,394",31,2006.0
Final Girls (Hardcover),Riley Sager,3.84,139028,"Thriller,Mystery,Horror,Fiction,Thriller,Adult,Audiobook,Suspense,Mystery,Contemporary",3.87,"711,749","95,191",10,2017.0
The Girls (Hardcover),Emma Cline,3.49,192421,"Fiction,Historical,Contemporary,Audiobook,Adult,Historical,Literary Fiction,Young Adult,Adult Fiction,Thriller",3.48,"203,248","20,712",20,2016.0
The Man in the High Castle (Paperback),Philip K. Dick,3.61,196174,"Science Fiction,Fiction,Classics,Science Fiction,Science Fiction,Historical,Fantasy,Science Fiction Fantasy,Novels,Speculative Fiction",3.93,"1,245,758","68,909","1,144",1962.0
The Man in the High Castle (Paperback),Philip K. Dick,3.61,196174,"Science Fiction,Fiction,Classics,Science Fiction,Science Fiction,Historical,Fantasy,Science Fiction Fantasy,Novels,Speculative Fiction",3.93,"1,245,758","68,909","1,144",1962.0
How to Stop Worrying and Start Living (Paperback),Dale Carnegie,4.15,98017,"Self Help,Nonfiction,Psychology,Self Help,Business,Philosophy,Audiobook,Leadership,Inspirational,Health",4.2,"1,004,019","28,156",524,1944.0
This is Going to Hurt: Secret Diaries of a Junior Doctor (Kindle Edition),Adam Kay,4.41,239061,"Nonfiction,Autobiography,Health,Biography,Medical,Audiobook,Humor,Science,Biography,Biography Memoir",4.35,"305,117","21,747",31,2017.0
The It Girl (Hardcover),Ruth Ware,3.89,84541,"Mystery,Thriller,Thriller,Fiction,Audiobook,Suspense,Adult,Mystery,Contemporary,Adult Fiction",3.76,"1,586,339","141,424",17,2022.0
Think Again: The Power of Knowing What You Don't Know (Hardcover),Adam M. Grant,4.24,66081,"Nonfiction,Psychology,Self Help,Business,Audiobook,Self Help,Leadership,Science,Philosophy,Education",4.04,"195,754","14,552",8,2021.0
"Hook, Line, and Sinker (Bellinger Sisters, #2)",Tessa Bailey,4.03,182354,"Romance,Contemporary,Romance,Fiction,Adult,Audiobook,Womens Fiction,New Adult,Adult Fiction",3.9,"1,002,273","113,174",78,2022.0
In the Dream House (Hardcover),Carmen Maria Machado,4.47,82107,"Nonfiction,Autobiography,LGBT,LGBT,Audiobook,Biography,Feminism,Adult,Horror,Biography Memoir",4.12,"183,806","28,174",94,2019.0
"Fall of Giants (The Century Trilogy, #1)",Ken Follett,4.3,304370,"Historical,Fiction,Historical,War,Audiobook,Novels,Adult,War,Cultural,Epic",4.22,"2,287,652","119,997",237,2010.0
Home Before Dark (Hardcover),Riley Sager,4.09,135341,"Horror,Thriller,Mystery,Thriller,Fiction,Audiobook,Adult,Fantasy,Suspense,Paranormal",3.87,"711,749","95,191",10,2020.0
The Art of Happiness (Hardcover),Dalai Lama XIV,4.16,109644,"Nonfiction,Philosophy,Spirituality,Self Help,Religion,Psychology,Religion,Self Help,Inspirational,Biography",4.18,"329,280","18,626",809,1998.0
"Neon Gods (Dark Olympus, #1)",Katee Robert,3.74,129135,"Romance,Fantasy,Fantasy,Retellings,Adult,Fiction,Mythology,Romance,Audiobook,Contemporary",3.75,"506,591","61,425",134,2021.0
The Book of Lost Names (Hardcover),Kristin Harmel,4.4,129418,"Historical,Fiction,War,Historical,Audiobook,Romance,War,World War II,Adult,Writing",4.26,"298,562","31,726",24,2020.0
The Good Girl (Hardcover),Mary Kubica,3.82,223247,"Mystery,Fiction,Thriller,Thriller,Suspense,Audiobook,Mystery,Adult,Contemporary,Thriller",3.83,"633,775","57,334",22,2014.0
"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,4.24,989443,"Fantasy,Young Adult,Fantasy,Fiction,Childrens,Adventure,Mythology,Childrens,Fantasy,Audiobook",4.34,"11,197,573","446,248",278,2006.0
"Fable (Fable, #1)",Adrienne Young,4.07,67020,"Fantasy,Young Adult,Romance,Adventure,Young Adult,Fiction,Adventure,Audiobook,Fantasy,Romance",4.0,"192,159","31,034",12,2020.0
The Water Dancer (Hardcover),Ta-Nehisi Coates,4.07,100429,"Fiction,Historical,Fantasy,Magical Realism,Audiobook,Historical,Race,Cultural,Adult,Novels",4.27,"499,214","49,085",221,2019.0
The Kitchen House (Paperback),Kathleen Grissom,4.2,256085,"Historical,Fiction,Historical,Book Club,Audiobook,Adult,Adult Fiction,American,Novels,Cultural",4.21,"290,107","23,344",6,2010.0
The Hard Thing About Hard Things: Building a Business When There Are No Easy Answers (Hardcover),Ben Horowitz,4.23,81338,"Business,Nonfiction,Business,Business,Leadership,Self Help,Buisness,Biography,Self Help,Science",4.21,"89,187","4,291",16,2014.0
The Very Hungry Caterpillar (Board book),Eric Carle,4.31,468762,"Childrens,Childrens,Fiction,Classics,Animals,Food and Drink,Number,Childrens,Kids,Science",4.24,"978,734","27,037",417,1969.0
Luckiest Girl Alive (Hardcover),Jessica Knoll,3.54,191409,"Fiction,Mystery,Thriller,Thriller,Audiobook,Contemporary,Adult,Suspense,Adult Fiction,Womens Fiction",3.49,"212,732","17,478",3,2015.0
The Woman in White (Paperback),Wilkie Collins,4.0,145377,"Classics,Mystery,Fiction,Gothic,Horror,Literature,Historical,Historical,Literature,Thriller",3.92,"291,881","20,015","1,299",1859.0
"As Good As Dead (A Good Girl's Guide to Murder, #3)",Holly  Jackson,4.19,108146,"Mystery,Young Adult,Thriller,Thriller,Fiction,Contemporary,Audiobook,Mystery,Mystery,Romance",4.33,"755,721","94,926",10,2021.0
"I Am Number Four (Lorien Legacies, #1)",Pittacus Lore,3.94,333042,"Young Adult,Fantasy,Science Fiction,Fiction,Science Fiction,Romance,Fantasy,Adventure,Young Adult,Action",4.09,"881,137","46,481",65,2010.0
"The Butterfly Garden  (The Collector, #1)",Dot Hutchison,4.07,156599,"Thriller,Horror,Mystery,Fiction,Thriller,Mystery,Suspense,Adult,Dark,Audiobook",4.08,"227,890","20,556",7,2016.0
The Audacity of Hope: Thoughts on Reclaiming the American Dream (Hardcover),Barack Obama,3.81,159414,"Nonfiction,Politics,Biography,Autobiography,Audiobook,Biography,History,Biography Memoir,Politics,Philosophy",4.04,"592,649","34,941",223,2006.0
"King's Cage (Red Queen, #3)",Victoria Aveyard,3.94,205792,"Fantasy,Young Adult,Science Fiction,Romance,Fiction,Young Adult,Audiobook,Science Fiction,Fantasy,Fantasy",3.94,"1,634,737","124,980",24,2017.0
Uncle Tom's Cabin (Paperback),Harriet Beecher Stowe,3.9,216016,"Classics,Fiction,Historical,Literature,Historical,Literature,Novels,Classics,Literature,Academic",3.9,"225,783","9,953",674,1852.0
The Light We Lost (Hardcover),Jill Santopolo,3.87,136525,"Romance,Fiction,Contemporary,Womens Fiction,Audiobook,Adult,Adult Fiction,Romance,Book Club,Novels",3.82,"165,907","14,963",28,2017.0
Killers of the Flower Moon: The Osage Murders and the Birth of the FBI (ebook),David Grann,4.1,182592,"Nonfiction,History,Crime,Mystery,Audiobook,Mystery,Historical,North American Hi...,Book Club,Adult",4.02,"279,209","28,077",19,2017.0
How to Be an Antiracist (Hardcover),Ibram X. Kendi,4.38,105423,"Nonfiction,Race,Social Movements,Race,Politics,Audiobook,History,Autobiography,Sociology,Cultural",4.43,"203,622","26,245",22,2019.0
"Wolf Hall (Thomas Cromwell, #1)",Hilary Mantel,3.89,195667,"Historical,Fiction,Historical,European Literature,Audiobook,Literary Fiction,Novels,Literature,Unfinished,English History",4.0,"380,460","39,068",86,2009.0
A Midsummer Night's Dream (Paperback),William Shakespeare,3.95,504039,"Classics,Plays,Fiction,Fantasy,Drama,Academic,Romance,Plays,Poetry,Literature",3.86,"7,295,856","154,518","7,712",1595.0
Number the Stars (Mass Market Paperback),Lois Lowry,4.17,523447,"Historical,Young Adult,Fiction,Classics,Childrens,Historical,Childrens,World War II,Academic,War",4.1,"3,288,566","133,159",100,1989.0
The Book of Cold Cases (Hardcover),Simone St. James,3.82,75288,"Mystery,Thriller,Thriller,Fiction,Horror,Fantasy,Audiobook,Adult,Suspense,Mystery",3.97,"321,494","41,277",9,2022.0
"Adulthood Is a Myth (Sarah's Scribbles, #1)",Sarah Andersen,4.12,121113,"Sequential Art,Sequential Art,Humor,Nonfiction,Graphic Novels Comics,Adult,Humor,Contemporary,Comics,Art",4.15,"212,487","22,695",14,2016.0
The Emperor of All Maladies: A Biography of Cancer (Hardcover),Siddhartha Mukherjee,4.32,93652,"Nonfiction,Science,History,Health,Medical,Health,Science,Audiobook,Biography,Science",4.32,"145,036","12,607",28,2010.0
"Every Day (Every Day, #1)",David Levithan,3.91,222684,"Young Adult,Romance,Fantasy,Fiction,Contemporary,LGBT,Fantasy,Magical Realism,Young Adult,Science Fiction",3.74,"1,371,653","112,797",106,2012.0
The Last Mrs. Parrish (Paperback),Liv Constantine,3.97,243599,"Thriller,Fiction,Mystery,Thriller,Audiobook,Suspense,Thriller,Contemporary,Adult,Adult Fiction",3.89,"315,855","25,900",10,2017.0
The Invisible Man (Paperback),H.G. Wells,3.64,175678,"Classics,Science Fiction,Fiction,Horror,Fantasy,Audiobook,Literature,Novels,Literature,Science Fiction Fantasy",3.82,"1,238,347","50,189","2,250",1897.0
You Deserve Each Other (Kindle Edition),Sarah Hogle,3.95,82922,"Romance,Contemporary,Romance,Adult,Fiction,Womens Fiction,Audiobook,Humor,New Adult,Adult Fiction",3.89,"114,174","21,140",5,2020.0
The Second Sex (Paperback),Simone de Beauvoir,4.15,37727,"Feminism,Nonfiction,Philosophy,Classics,Womens,Gender,Cultural,Sociology,Politics,Gender",4.07,"140,662","11,136",213,1949.0
"Poison Study (Study, #1)",Maria V. Snyder,4.1,159127,"Fantasy,Young Adult,Romance,Fantasy,Fiction,Young Adult,Fantasy,Fantasy,Adventure,Romance",4.03,"568,696","42,941",64,2005.0
Clap When You Land (Hardcover),Elizabeth Acevedo,4.26,86368,"Young Adult,Poetry,Contemporary,Fiction,Audiobook,LGBT,Realistic Fiction,LGBT,LGBT,Family",4.3,"281,118","47,891",19,2020.0
Tender is the Flesh (Paperback),Agustina Bazterrica,3.88,87291,"Horror,Fiction,Science Fiction,Science Fiction,Adult,Thriller,Audiobook,Contemporary,Dark,Speculative Fiction",3.88,"87,615","18,913",9,2017.0
"The Adventures of Sherlock Holmes (Sherlock Holmes, #3)",Arthur Conan Doyle,4.3,279132,"Classics,Mystery,Fiction,Short Stories,Mystery,Mystery,Thriller,Audiobook,Literature,Historical",4.18,"2,310,190","85,792","6,786",1892.0
So You Want to Talk About Race (Hardcover),Ijeoma Oluo,4.51,97777,"Nonfiction,Race,Audiobook,Social Movements,Race,Politics,Sociology,Writing,Feminism,Adult",4.49,"112,561","13,129",15,2018.0
Cutting for Stone (Hardcover),Abraham   Verghese,4.3,358850,"Fiction,Historical,Cultural,Book Club,Health,Eastern Africa,Medical,Literary Fiction,Novels,Historical",4.3,"440,150","36,353",14,2009.0
"The Professor and the Madman: A Tale of Murder, Insanity and the Making of the Oxford English Dictionary (Paperback)",Simon Winchester,3.84,112171,"Nonfiction,History,Biography,Humanities,Writing,Historical,Crime,Audiobook,Humanities,Biography Memoir",3.85,"188,425","14,913",74,1998.0
"Addicted to You (Addicted, #1)",Krista Ritchie,3.83,96713,"Romance,New Adult,Contemporary,Romance,Academic,Adult,Fiction,Dark,Health,Sociology",4.14,"532,013","64,267",36,2013.0
Essentialism: The Disciplined Pursuit of Less (Hardcover),Greg McKeown,4.04,89998,"Nonfiction,Self Help,Business,Productivity,Self Help,Psychology,Philosophy,Audiobook,Leadership,Business",4.04,"107,710","9,489",12,2011.0
As I Lay Dying (Paperback),William Faulkner,3.72,154619,"Classics,Fiction,Literature,Novels,Literature,Academic,Gothic,Literary Fiction,Literature,American",3.84,"564,338","31,928",573,1930.0
"Anna Dressed in Blood (Anna, #1)",Kendare Blake,3.91,103060,"Young Adult,Horror,Fantasy,Fantasy,Paranormal,Romance,Fantasy,Fiction,Fantasy,Mystery",3.89,"402,363","50,430",41,2011.0
"The Gilded Wolves (The Gilded Wolves, #1)",Roshani Chokshi,3.73,38665,"Fantasy,Young Adult,Historical,Historical,Young Adult,Fiction,LGBT,Romance,Fantasy,Audiobook",3.93,"154,644","31,362",38,2019.0
"Crave (Crave, #1)",Tracy Wolff,3.82,109902,"Fantasy,Romance,Young Adult,Fantasy,Paranormal,Fiction,Audiobook,Romance,Young Adult,Fantasy",4.04,"301,379","35,493",97,2020.0
The Girl with the Louding Voice (Hardcover),Abi Daré,4.45,123346,"Fiction,Contemporary,Cultural,Feminism,Audiobook,Literary Fiction,Adult,Western Africa,Adult Fiction,Young Adult",4.45,"123,444","13,643",4,2020.0
The Girl with the Louding Voice (Hardcover),Abi Daré,4.45,123346,"Fiction,Contemporary,Cultural,Feminism,Audiobook,Literary Fiction,Adult,Western Africa,Adult Fiction,Young Adult",4.45,"123,444","13,643",4,2020.0
"The Lost Symbol (Robert Langdon, #3)",Dan Brown,3.73,578359,"Fiction,Mystery,Thriller,Thriller,Suspense,Adventure,Historical,Mystery,Novels,Adult",3.87,"7,967,790","200,537",134,2009.0
The BFG (Paperback),Roald Dahl,4.22,446256,"Fantasy,Childrens,Fiction,Classics,Childrens,Young Adult,Humor,Adventure,Audiobook,Childrens",4.14,"3,884,933","114,661",913,1982.0
Never Split the Difference: Negotiating As If Your Life Depended On It (Hardcover),Chris Voss,4.37,120094,"Business,Nonfiction,Psychology,Self Help,Self Help,Leadership,Language,Audiobook,Business,Business",4.37,"120,222","7,726",20,2016.0
Never Split the Difference: Negotiating As If Your Life Depended On It (Hardcover),Chris Voss,4.37,120094,"Business,Nonfiction,Psychology,Self Help,Self Help,Leadership,Language,Audiobook,Business,Business",4.37,"120,222","7,726",20,2016.0
Never Split the Difference: Negotiating As If Your Life Depended On It (Hardcover),Chris Voss,4.37,120094,"Business,Nonfiction,Psychology,Self Help,Self Help,Leadership,Language,Audiobook,Business,Business",4.37,"120,222","7,726",20,2016.0
The Art Book (Paperback),Phaidon Press,3.85,151278,"Art,Nonfiction,Reference,Art,History,Art,Design,Art,Art and Photography,Art",3.89,"193,864","1,208",213,1997.0
"The Good Daughter (Good Daughter, #1)",Karin Slaughter,4.13,148231,"Thriller,Mystery,Fiction,Thriller,Audiobook,Mystery,Suspense,Adult,Contemporary,Thriller",4.07,"1,522,375","109,106",107,2017.0
A Confederacy of Dunces (Paperback),John Kennedy Toole,3.88,259121,"Fiction,Classics,Humor,Literature,Humor,Novels,Literature,Literary Fiction,Audiobook,Contemporary",3.88,"266,030","17,835",2,1980.0
The Library Book (Hardcover),Susan Orlean,3.9,105207,"Nonfiction,History,Writing,Audiobook,Crime,Adult,Historical,Mystery,Mystery,Book Club",3.85,"145,483","22,294",40,2018.0
Mad Honey (Hardcover),Jodi Picoult,4.24,45210,"Fiction,Mystery,Contemporary,Audiobook,Thriller,Romance,Adult,Thriller,LGBT,Adult Fiction",3.99,"4,447,211","273,762",82,2022.0
Half of a Yellow Sun (Hardcover),Chimamanda Ngozi Adichie,4.33,140325,"Fiction,Historical,Cultural,Western Africa,War,Historical,Literature,Contemporary,Novels,Literary Fiction",4.33,"1,015,537","93,204",111,2006.0
"A Child Called ""It"" (Dave Pelzer, #1)",Dave Pelzer,4.12,412484,"Nonfiction,Autobiography,Biography,Psychology,Biography,Sociology,Adult,Biography Memoir,Crime,True Story",4.11,"531,629","22,591",39,1995.0
We Are Okay (Hardcover),Nina LaCour,3.95,77512,"Young Adult,Contemporary,LGBT,Fiction,LGBT,LGBT,Health,Romance,Realistic Fiction,Audiobook",3.87,"212,731","32,333",18,2017.0
"The Thief (The Queen's Thief, #1)",Megan Whalen Turner,3.86,80042,"Fantasy,Young Adult,Fiction,Adventure,Historical,Young Adult,Fantasy,Fantasy,Audiobook,Childrens",4.09,"214,478","24,004",16,1996.0
